time_paris,vol_mean,count
2019-10-01 09:00:00+02:00,2.3588358885186213e-05,1413
2019-10-01 09:02:00+02:00,1.3394899100111758e-05,736
2019-10-01 09:04:00+02:00,1.3343345389361311e-05,1373
2019-10-01 09:06:00+02:00,8.404037316446877e-06,1704
2019-10-01 09:08:00+02:00,1.1668033530727266e-05,1117
2019-10-01 09:10:00+02:00,4.696172217429912e-06,1126
2019-10-01 09:12:00+02:00,6.822773248085987e-06,1120
2019-10-01 09:14:00+02:00,7.585996878935987e-06,1968
2019-10-01 09:16:00+02:00,8.056490980711288e-06,1488
2019-10-01 09:18:00+02:00,4.89428854604104e-06,1299
2019-10-01 09:20:00+02:00,1.0594129887668877e-05,1379
2019-10-01 09:22:00+02:00,6.322492830037082e-06,1398
2019-10-01 09:24:00+02:00,4.070725866987121e-06,956
2019-10-01 09:26:00+02:00,6.916027260730772e-06,1279
2019-10-01 09:28:00+02:00,3.903156964866018e-06,997
2019-10-01 09:30:00+02:00,6.341883238761036e-06,1303
2019-10-01 09:32:00+02:00,3.311019712725886e-06,1070
2019-10-01 09:34:00+02:00,3.280662472686327e-06,1261
2019-10-01 09:36:00+02:00,4.679171519764839e-06,1239
2019-10-01 09:38:00+02:00,4.716247038535314e-06,828
2019-10-01 09:40:00+02:00,5.512498541023924e-06,1008
2019-10-01 09:42:00+02:00,5.929277831778039e-06,817
2019-10-01 09:44:00+02:00,5.148864907369985e-06,964
2019-10-01 09:46:00+02:00,4.463264488020368e-06,901
2019-10-01 09:48:00+02:00,7.800665249116507e-06,1106
2019-10-01 09:50:00+02:00,5.920165837778409e-06,1018
2019-10-01 09:52:00+02:00,5.374273616451736e-06,1054
2019-10-01 09:54:00+02:00,5.739494345552368e-06,1315
2019-10-01 09:56:00+02:00,7.043291104942425e-06,1539
2019-10-01 09:58:00+02:00,5.446427739639952e-06,930
2019-10-01 10:00:00+02:00,5.133489264241492e-06,1562
2019-10-01 10:02:00+02:00,6.023313701839569e-06,1942
2019-10-01 10:04:00+02:00,3.037443059005299e-06,1362
2019-10-01 10:06:00+02:00,3.868126693525714e-06,1223
2019-10-01 10:08:00+02:00,4.113158186312145e-06,1813
2019-10-01 10:10:00+02:00,3.318257119287298e-06,1569
2019-10-01 10:12:00+02:00,3.4852962364667734e-06,1255
2019-10-01 10:14:00+02:00,3.5371942711739203e-06,1036
2019-10-01 10:16:00+02:00,3.494245221101499e-06,1150
2019-10-01 10:18:00+02:00,3.448813539142567e-06,822
2019-10-01 10:20:00+02:00,2.9909686917510436e-06,1224
2019-10-01 10:22:00+02:00,3.251817886948716e-06,1162
2019-10-01 10:24:00+02:00,2.377693529800003e-06,745
2019-10-01 10:26:00+02:00,3.5543880165794742e-06,897
2019-10-01 10:28:00+02:00,1.154058113127019e-06,307
2019-10-01 10:30:00+02:00,5.329035682773534e-06,1109
2019-10-01 10:32:00+02:00,4.028262387522499e-06,1380
2019-10-01 10:34:00+02:00,3.599566210395282e-06,723
2019-10-01 10:36:00+02:00,4.609587592276344e-06,1154
2019-10-01 10:38:00+02:00,3.980330213242108e-06,1128
2019-10-01 10:40:00+02:00,3.8188122226679255e-06,1578
2019-10-01 10:42:00+02:00,2.780445561497843e-06,1105
2019-10-01 10:44:00+02:00,2.16529686406576e-06,819
