time_paris,vol_mean,count
2019-10-01 09:00:18+02:00,4.702732961122711e-05,162
2019-10-01 09:00:19+02:00,2.6256185266366746e-05,58
2019-10-01 09:00:20+02:00,5.208536887178973e-05,18
2019-10-01 09:00:21+02:00,3.7652458525930635e-05,28
2019-10-01 09:00:22+02:00,0.0,3
2019-10-01 09:00:23+02:00,0.0,16
2019-10-01 09:00:24+02:00,3.6628106398287013e-05,48
2019-10-01 09:00:25+02:00,0.0,4
2019-10-01 09:00:26+02:00,0.0,7
2019-10-01 09:00:27+02:00,5.862695727919532e-05,6
2019-10-01 09:00:28+02:00,,0
2019-10-01 09:00:29+02:00,2.6045736790036472e-05,18
2019-10-01 09:00:30+02:00,0.0,5
2019-10-01 09:00:31+02:00,0.0,4
2019-10-01 09:00:32+02:00,7.739089691748874e-05,50
2019-10-01 09:00:33+02:00,1.6748159282649644e-05,63
2019-10-01 09:00:34+02:00,2.6189454651607804e-05,112
2019-10-01 09:00:35+02:00,4.352893144377418e-05,62
2019-10-01 09:00:36+02:00,1.3042741122360931e-05,18
2019-10-01 09:00:37+02:00,6.522519004330311e-06,36
2019-10-01 09:00:38+02:00,0.0,18
2019-10-01 09:00:39+02:00,0.0,24
2019-10-01 09:00:40+02:00,0.0,3
2019-10-01 09:00:41+02:00,0.0,2
2019-10-01 09:00:42+02:00,0.0,1
2019-10-01 09:00:43+02:00,,0
2019-10-01 09:00:44+02:00,,0
2019-10-01 09:00:45+02:00,,0
2019-10-01 09:00:46+02:00,,0
2019-10-01 09:00:47+02:00,,0
2019-10-01 09:00:48+02:00,,0
2019-10-01 09:00:49+02:00,,0
2019-10-01 09:00:50+02:00,0.0,6
2019-10-01 09:00:51+02:00,,0
2019-10-01 09:00:52+02:00,,0
2019-10-01 09:00:53+02:00,0.0,6
2019-10-01 09:00:54+02:00,0.0,8
2019-10-01 09:00:55+02:00,0.0,15
2019-10-01 09:00:56+02:00,0.0,12
2019-10-01 09:00:57+02:00,0.0,1
2019-10-01 09:00:58+02:00,,0
2019-10-01 09:00:59+02:00,,0
2019-10-01 09:01:00+02:00,0.0,2
2019-10-01 09:01:01+02:00,,0
2019-10-01 09:01:02+02:00,,0
2019-10-01 09:01:03+02:00,,0
2019-10-01 09:01:04+02:00,,0
2019-10-01 09:01:05+02:00,,0
2019-10-01 09:01:06+02:00,9.031180159845852e-06,13
2019-10-01 09:01:07+02:00,,0
2019-10-01 09:01:08+02:00,,0
2019-10-01 09:01:09+02:00,,0
2019-10-01 09:01:10+02:00,,0
2019-10-01 09:01:11+02:00,,0
2019-10-01 09:01:12+02:00,0.0,1
2019-10-01 09:01:13+02:00,,0
2019-10-01 09:01:14+02:00,,0
2019-10-01 09:01:15+02:00,,0
2019-10-01 09:01:16+02:00,,0
2019-10-01 09:01:17+02:00,,0
2019-10-01 09:01:18+02:00,,0
2019-10-01 09:01:19+02:00,,0
2019-10-01 09:01:20+02:00,1.1254083252420277e-05,73
2019-10-01 09:01:21+02:00,1.3025923732234704e-05,108
2019-10-01 09:01:22+02:00,7.913468595075993e-06,74
2019-10-01 09:01:23+02:00,0.0,39
2019-10-01 09:01:24+02:00,0.0,5
2019-10-01 09:01:25+02:00,0.0,3
2019-10-01 09:01:26+02:00,0.0,2
2019-10-01 09:01:27+02:00,0.0,1
2019-10-01 09:01:28+02:00,0.0,1
2019-10-01 09:01:29+02:00,0.0,1
2019-10-01 09:01:30+02:00,0.0,3
2019-10-01 09:01:31+02:00,0.0,1
2019-10-01 09:01:32+02:00,0.0,1
2019-10-01 09:01:33+02:00,,0
2019-10-01 09:01:34+02:00,1.1462428498709811e-05,92
2019-10-01 09:01:35+02:00,0.0,8
2019-10-01 09:01:36+02:00,2.159289471302948e-05,38
2019-10-01 09:01:37+02:00,0.0,6
2019-10-01 09:01:38+02:00,2.052063847644154e-05,80
2019-10-01 09:01:39+02:00,2.861193492924313e-06,41
2019-10-01 09:01:40+02:00,0.0,22
2019-10-01 09:01:41+02:00,0.0,3
2019-10-01 09:01:42+02:00,0.0,1
2019-10-01 09:01:43+02:00,0.0,2
2019-10-01 09:01:44+02:00,0.0,1
2019-10-01 09:01:45+02:00,,0
2019-10-01 09:01:46+02:00,,0
2019-10-01 09:01:47+02:00,,0
2019-10-01 09:01:48+02:00,0.0,2
2019-10-01 09:01:49+02:00,,0
2019-10-01 09:01:50+02:00,,0
2019-10-01 09:01:51+02:00,,0
2019-10-01 09:01:52+02:00,,0
2019-10-01 09:01:53+02:00,,0
2019-10-01 09:01:54+02:00,,0
2019-10-01 09:01:55+02:00,,0
2019-10-01 09:01:56+02:00,,0
2019-10-01 09:01:57+02:00,,0
2019-10-01 09:01:58+02:00,,0
2019-10-01 09:01:59+02:00,,0
2019-10-01 09:02:00+02:00,0.0,3
2019-10-01 09:02:01+02:00,,0
2019-10-01 09:02:02+02:00,0.0,1
2019-10-01 09:02:03+02:00,2.0397964657312497e-05,23
2019-10-01 09:02:04+02:00,0.0,7
2019-10-01 09:02:05+02:00,,0
2019-10-01 09:02:06+02:00,0.0,3
2019-10-01 09:02:07+02:00,,0
2019-10-01 09:02:08+02:00,5.2978230817411815e-05,31
2019-10-01 09:02:09+02:00,0.0,8
2019-10-01 09:02:10+02:00,0.0,9
2019-10-01 09:02:11+02:00,0.0,3
2019-10-01 09:02:12+02:00,0.0,1
2019-10-01 09:02:13+02:00,0.0,2
2019-10-01 09:02:14+02:00,0.0,5
2019-10-01 09:02:15+02:00,0.0,1
2019-10-01 09:02:16+02:00,,0
2019-10-01 09:02:17+02:00,,0
2019-10-01 09:02:18+02:00,,0
2019-10-01 09:02:19+02:00,,0
2019-10-01 09:02:20+02:00,0.0,3
2019-10-01 09:02:21+02:00,,0
2019-10-01 09:02:22+02:00,0.0,1
2019-10-01 09:02:23+02:00,,0
2019-10-01 09:02:24+02:00,,0
2019-10-01 09:02:25+02:00,0.0,2
2019-10-01 09:02:26+02:00,,0
2019-10-01 09:02:27+02:00,0.0,2
2019-10-01 09:02:28+02:00,,0
2019-10-01 09:02:29+02:00,,0
2019-10-01 09:02:30+02:00,0.0,2
2019-10-01 09:02:31+02:00,,0
2019-10-01 09:02:32+02:00,,0
2019-10-01 09:02:33+02:00,,0
2019-10-01 09:02:34+02:00,0.0,3
2019-10-01 09:02:35+02:00,0.0,3
2019-10-01 09:02:36+02:00,0.0,4
2019-10-01 09:02:37+02:00,,0
2019-10-01 09:02:38+02:00,,0
2019-10-01 09:02:39+02:00,0.0,2
2019-10-01 09:02:40+02:00,,0
2019-10-01 09:02:41+02:00,,0
2019-10-01 09:02:42+02:00,0.0,1
2019-10-01 09:02:43+02:00,,0
2019-10-01 09:02:44+02:00,0.0,1
2019-10-01 09:02:45+02:00,,0
2019-10-01 09:02:46+02:00,0.0,1
2019-10-01 09:02:47+02:00,,0
2019-10-01 09:02:48+02:00,,0
2019-10-01 09:02:49+02:00,,0
2019-10-01 09:02:50+02:00,,0
2019-10-01 09:02:51+02:00,,0
2019-10-01 09:02:52+02:00,,0
2019-10-01 09:02:53+02:00,0.0,1
2019-10-01 09:02:54+02:00,,0
2019-10-01 09:02:55+02:00,1.649850566852101e-05,64
2019-10-01 09:02:56+02:00,0.0,2
2019-10-01 09:02:57+02:00,,0
2019-10-01 09:02:58+02:00,0.0,2
2019-10-01 09:02:59+02:00,0.0,7
2019-10-01 09:03:00+02:00,,0
2019-10-01 09:03:01+02:00,0.0,1
2019-10-01 09:03:02+02:00,,0
2019-10-01 09:03:03+02:00,,0
2019-10-01 09:03:04+02:00,0.0,1
2019-10-01 09:03:05+02:00,0.0,1
2019-10-01 09:03:06+02:00,,0
2019-10-01 09:03:07+02:00,2.0707650261085355e-05,34
2019-10-01 09:03:08+02:00,,0
2019-10-01 09:03:09+02:00,0.0,12
2019-10-01 09:03:10+02:00,3.199709926002219e-05,11
2019-10-01 09:03:11+02:00,0.0,2
2019-10-01 09:03:12+02:00,0.0,1
2019-10-01 09:03:13+02:00,0.0,8
2019-10-01 09:03:14+02:00,0.0,7
2019-10-01 09:03:15+02:00,,0
2019-10-01 09:03:16+02:00,,0
2019-10-01 09:03:17+02:00,0.0,1
2019-10-01 09:03:18+02:00,0.0,1
2019-10-01 09:03:19+02:00,,0
2019-10-01 09:03:20+02:00,0.0,3
2019-10-01 09:03:21+02:00,0.0,10
2019-10-01 09:03:22+02:00,0.0,7
2019-10-01 09:03:23+02:00,0.0,1
2019-10-01 09:03:24+02:00,0.0,2
2019-10-01 09:03:25+02:00,0.0,4
2019-10-01 09:03:26+02:00,1.2570288995005672e-05,28
2019-10-01 09:03:27+02:00,6.898906939379655e-06,51
2019-10-01 09:03:28+02:00,0.0,6
2019-10-01 09:03:29+02:00,,0
2019-10-01 09:03:30+02:00,0.0,17
2019-10-01 09:03:31+02:00,0.0,3
2019-10-01 09:03:32+02:00,3.9098392221873e-05,15
2019-10-01 09:03:33+02:00,0.0,9
2019-10-01 09:03:34+02:00,0.0,3
2019-10-01 09:03:35+02:00,0.0,1
2019-10-01 09:03:36+02:00,,0
2019-10-01 09:03:37+02:00,0.0,1
2019-10-01 09:03:38+02:00,,0
2019-10-01 09:03:39+02:00,,0
2019-10-01 09:03:40+02:00,,0
2019-10-01 09:03:41+02:00,0.0,2
2019-10-01 09:03:42+02:00,0.0,7
2019-10-01 09:03:43+02:00,1.6756453809374963e-05,35
2019-10-01 09:03:44+02:00,0.0,19
2019-10-01 09:03:45+02:00,0.0,3
2019-10-01 09:03:46+02:00,,0
2019-10-01 09:03:47+02:00,,0
2019-10-01 09:03:48+02:00,0.0,4
2019-10-01 09:03:49+02:00,,0
2019-10-01 09:03:50+02:00,,0
2019-10-01 09:03:51+02:00,,0
2019-10-01 09:03:52+02:00,,0
2019-10-01 09:03:53+02:00,0.0,2
2019-10-01 09:03:54+02:00,1.4920226504486528e-05,55
2019-10-01 09:03:55+02:00,2.8432693674787534e-05,99
2019-10-01 09:03:56+02:00,1.8763926695678093e-05,25
2019-10-01 09:03:57+02:00,0.0,23
2019-10-01 09:03:58+02:00,0.0,17
2019-10-01 09:03:59+02:00,0.0,6
2019-10-01 09:04:00+02:00,0.0,2
2019-10-01 09:04:01+02:00,0.0,3
2019-10-01 09:04:02+02:00,,0
2019-10-01 09:04:03+02:00,0.0,1
2019-10-01 09:04:04+02:00,9.769441232716753e-06,24
2019-10-01 09:04:05+02:00,0.0,3
2019-10-01 09:04:06+02:00,0.0,2
2019-10-01 09:04:07+02:00,0.0,1
2019-10-01 09:04:08+02:00,,0
2019-10-01 09:04:09+02:00,,0
2019-10-01 09:04:10+02:00,,0
2019-10-01 09:04:11+02:00,,0
2019-10-01 09:04:12+02:00,,0
2019-10-01 09:04:13+02:00,,0
2019-10-01 09:04:14+02:00,,0
2019-10-01 09:04:15+02:00,,0
2019-10-01 09:04:16+02:00,,0
2019-10-01 09:04:17+02:00,0.0,2
2019-10-01 09:04:18+02:00,,0
2019-10-01 09:04:19+02:00,,0
2019-10-01 09:04:20+02:00,,0
2019-10-01 09:04:21+02:00,,0
2019-10-01 09:04:22+02:00,,0
2019-10-01 09:04:23+02:00,,0
2019-10-01 09:04:24+02:00,,0
2019-10-01 09:04:25+02:00,0.0,1
2019-10-01 09:04:26+02:00,0.0,2
2019-10-01 09:04:27+02:00,,0
2019-10-01 09:04:28+02:00,0.0,1
2019-10-01 09:04:29+02:00,,0
2019-10-01 09:04:30+02:00,0.0,2
2019-10-01 09:04:31+02:00,,0
2019-10-01 09:04:32+02:00,,0
2019-10-01 09:04:33+02:00,,0
2019-10-01 09:04:34+02:00,,0
2019-10-01 09:04:35+02:00,,0
2019-10-01 09:04:36+02:00,,0
2019-10-01 09:04:37+02:00,,0
2019-10-01 09:04:38+02:00,,0
2019-10-01 09:04:39+02:00,1.674761354180208e-05,14
2019-10-01 09:04:40+02:00,0.0,3
2019-10-01 09:04:41+02:00,,0
2019-10-01 09:04:42+02:00,,0
2019-10-01 09:04:43+02:00,0.0,3
2019-10-01 09:04:44+02:00,0.0,5
2019-10-01 09:04:45+02:00,,0
2019-10-01 09:04:46+02:00,0.0,2
2019-10-01 09:04:47+02:00,,0
2019-10-01 09:04:48+02:00,0.0,2
2019-10-01 09:04:49+02:00,,0
2019-10-01 09:04:50+02:00,,0
2019-10-01 09:04:51+02:00,0.0,1
2019-10-01 09:04:52+02:00,6.515252324888879e-06,72
2019-10-01 09:04:53+02:00,0.0,13
2019-10-01 09:04:54+02:00,9.024293439227044e-06,26
2019-10-01 09:04:55+02:00,1.2686883879203683e-05,37
2019-10-01 09:04:56+02:00,0.0,13
2019-10-01 09:04:57+02:00,0.0,6
2019-10-01 09:04:58+02:00,0.0,1
2019-10-01 09:04:59+02:00,0.0,11
2019-10-01 09:05:00+02:00,0.0,7
2019-10-01 09:05:01+02:00,0.0,3
2019-10-01 09:05:02+02:00,0.0,2
2019-10-01 09:05:03+02:00,0.0,3
2019-10-01 09:05:04+02:00,0.0,1
2019-10-01 09:05:05+02:00,,0
2019-10-01 09:05:06+02:00,9.584532128052683e-06,98
2019-10-01 09:05:07+02:00,1.8069785594741192e-05,26
2019-10-01 09:05:08+02:00,1.17446708691026e-05,10
2019-10-01 09:05:09+02:00,2.3486583532219644e-05,15
2019-10-01 09:05:10+02:00,,0
2019-10-01 09:05:11+02:00,,0
2019-10-01 09:05:12+02:00,,0
2019-10-01 09:05:13+02:00,,0
2019-10-01 09:05:14+02:00,,0
2019-10-01 09:05:15+02:00,,0
2019-10-01 09:05:16+02:00,,0
2019-10-01 09:05:17+02:00,,0
2019-10-01 09:05:18+02:00,,0
2019-10-01 09:05:19+02:00,,0
2019-10-01 09:05:20+02:00,,0
2019-10-01 09:05:21+02:00,0.0,2
2019-10-01 09:05:22+02:00,,0
2019-10-01 09:05:23+02:00,,0
2019-10-01 09:05:24+02:00,9.78665118799633e-06,48
2019-10-01 09:05:25+02:00,5.340054706726437e-06,44
2019-10-01 09:05:26+02:00,0.0,7
2019-10-01 09:05:27+02:00,0.0,3
2019-10-01 09:05:28+02:00,,0
2019-10-01 09:05:29+02:00,0.0,2
2019-10-01 09:05:30+02:00,6.9818155915831484e-06,101
2019-10-01 09:05:31+02:00,0.0,20
2019-10-01 09:05:32+02:00,0.0,17
2019-10-01 09:05:33+02:00,,0
2019-10-01 09:05:34+02:00,1.2372256509113435e-05,19
2019-10-01 09:05:35+02:00,,0
2019-10-01 09:05:36+02:00,,0
2019-10-01 09:05:37+02:00,0.0,19
2019-10-01 09:05:38+02:00,2.390290683441319e-05,59
2019-10-01 09:05:39+02:00,0.0,8
2019-10-01 09:05:40+02:00,0.0,6
2019-10-01 09:05:41+02:00,1.8950584918595892e-05,31
2019-10-01 09:05:42+02:00,0.0,8
2019-10-01 09:05:43+02:00,0.0,2
2019-10-01 09:05:44+02:00,0.0,10
2019-10-01 09:05:45+02:00,8.702822552933043e-06,27
2019-10-01 09:05:46+02:00,,0
2019-10-01 09:05:47+02:00,0.0,1
2019-10-01 09:05:48+02:00,0.0,1
2019-10-01 09:05:49+02:00,9.788375426746968e-06,36
2019-10-01 09:05:50+02:00,1.6381500164965883e-05,43
2019-10-01 09:05:51+02:00,1.8783752140763754e-05,25
2019-10-01 09:05:52+02:00,0.0,7
2019-10-01 09:05:53+02:00,2.209302041808224e-05,85
2019-10-01 09:05:54+02:00,2.1838047129352843e-05,43
2019-10-01 09:05:55+02:00,2.5059484347962716e-05,103
2019-10-01 09:05:56+02:00,2.727794731121264e-06,43
2019-10-01 09:05:57+02:00,1.0996422509825874e-05,32
2019-10-01 09:05:58+02:00,2.132589504996058e-05,55
2019-10-01 09:05:59+02:00,1.710096168697078e-05,48
2019-10-01 09:06:00+02:00,0.0,16
2019-10-01 09:06:01+02:00,0.0,3
2019-10-01 09:06:02+02:00,0.0,1
2019-10-01 09:06:03+02:00,1.8512569947562858e-05,57
2019-10-01 09:06:04+02:00,1.7199257453521696e-05,75
2019-10-01 09:06:05+02:00,1.5634160903733845e-05,45
2019-10-01 09:06:06+02:00,2.605489778877513e-05,18
2019-10-01 09:06:07+02:00,0.0,4
2019-10-01 09:06:08+02:00,0.0,4
2019-10-01 09:06:09+02:00,0.0,5
2019-10-01 09:06:10+02:00,2.46835873788396e-05,19
2019-10-01 09:06:11+02:00,2.0390789573825185e-05,23
2019-10-01 09:06:12+02:00,0.0,2
2019-10-01 09:06:13+02:00,,0
2019-10-01 09:06:14+02:00,0.0,5
2019-10-01 09:06:15+02:00,1.4655880006185116e-05,64
2019-10-01 09:06:16+02:00,0.0,1
2019-10-01 09:06:17+02:00,1.675055906910196e-05,28
2019-10-01 09:06:18+02:00,0.0,2
2019-10-01 09:06:19+02:00,0.0,4
2019-10-01 09:06:20+02:00,,0
2019-10-01 09:06:21+02:00,6.171258604403068e-06,19
2019-10-01 09:06:22+02:00,4.18763976727747e-06,28
2019-10-01 09:06:23+02:00,0.0,13
2019-10-01 09:06:24+02:00,0.0,1
2019-10-01 09:06:25+02:00,0.0,14
2019-10-01 09:06:26+02:00,1.0425626380402822e-05,45
2019-10-01 09:06:27+02:00,0.0,4
2019-10-01 09:06:28+02:00,1.7594964004309106e-05,20
2019-10-01 09:06:29+02:00,0.0,3
2019-10-01 09:06:30+02:00,0.0,3
2019-10-01 09:06:31+02:00,0.0,2
2019-10-01 09:06:32+02:00,,0
2019-10-01 09:06:33+02:00,,0
2019-10-01 09:06:34+02:00,,0
2019-10-01 09:06:35+02:00,6.610117236079271e-06,71
2019-10-01 09:06:36+02:00,0.0,4
2019-10-01 09:06:37+02:00,0.0,3
2019-10-01 09:06:38+02:00,,0
2019-10-01 09:06:39+02:00,6.705334124049007e-06,35
2019-10-01 09:06:40+02:00,0.0,5
2019-10-01 09:06:41+02:00,,0
2019-10-01 09:06:42+02:00,,0
2019-10-01 09:06:43+02:00,0.0,8
2019-10-01 09:06:44+02:00,6.174878747891995e-06,19
2019-10-01 09:06:45+02:00,2.1327646058915937e-05,11
2019-10-01 09:06:46+02:00,,0
2019-10-01 09:06:47+02:00,0.0,4
2019-10-01 09:06:48+02:00,0.0,16
2019-10-01 09:06:49+02:00,0.0,1
2019-10-01 09:06:50+02:00,1.675743618914312e-05,14
2019-10-01 09:06:51+02:00,1.3035855134445147e-05,9
2019-10-01 09:06:52+02:00,0.0,7
2019-10-01 09:06:53+02:00,,0
2019-10-01 09:06:54+02:00,0.0,1
2019-10-01 09:06:55+02:00,7.91218023032594e-06,89
2019-10-01 09:06:56+02:00,0.0,18
2019-10-01 09:06:57+02:00,0.0,7
2019-10-01 09:06:58+02:00,0.0,4
2019-10-01 09:06:59+02:00,,0
