bucket,rlop_bid_mean,rlop_bid_p90,rlop_bid_count,rlop_ask_mean,rlop_ask_p90,rlop_ask_count,vol_bid_mean,vol_bid_p90,vol_bid_count,vol_ask_mean,vol_ask_p90,vol_ask_count,trade_count,trade_volume,signed_volume,abs_signed_volume,imb_of,spread_mean,mid_mean,bid_depth_mean,ask_depth_mean,imbalance_ob_mean,limit_new_bid_count,limit_new_ask_count,cancel_bid_count,cancel_ask_count
2019-10-01 07:00:00+00:00,0.1590731707317077,0.24200000000000144,205.0,0.1836904761904759,0.3329999999999957,168.0,2.3588358885181384e-05,0.0,1413,2.1768762587170442e-05,0.0,1438,294.0,49415.0,747.0,21219.0,0.03520429803478015,0.07295035460992885,85.24974468085107,281.87163120567374,284.3205673758865,0.1527143983005376,392,268,397,277
2019-10-01 07:02:00+00:00,0.06715789473684247,0.05600000000000592,95.0,0.4016867469879505,0.6080000000000012,83.0,1.3394899100107338e-05,0.0,736,1.3865111844220653e-05,0.0,736,48.0,6054.0,398.0,6054.0,0.06574165840766436,0.05884510869565281,85.22946331521739,178.93342391304347,198.4048913043478,-0.04226618492373881,199,114,259,163
2019-10-01 07:04:00+00:00,0.16533783783783712,0.4599999999999937,148.0,0.4053551912568301,0.4899999999999949,183.0,1.3343345389357466e-05,0.0,1373,1.222578006610619e-05,0.0,1373,88.0,6416.0,162.0,6416.0,0.02524937655860349,0.04294246176256435,85.16115804806992,181.9278951201748,166.89002184996357,-0.0002080156249214054,296,284,387,405
2019-10-01 07:06:00+00:00,0.10684000000000186,0.4310000000000059,250.0,0.3307357859531761,0.4599999999999965,299.0,8.404037316444191e-06,0.0,1704,9.36410151520716e-06,0.0,1704,93.0,7601.0,841.0,7601.0,0.11064333640310485,0.03237089201877927,85.20215375586855,158.1343896713615,172.66784037558685,0.02989916484723132,353,420,449,482
2019-10-01 07:08:00+00:00,0.11983425414364636,0.4399999999999977,181.0,0.22114942528735537,0.269999999999996,174.0,1.1668033530722917e-05,0.0,1117,8.933307235191853e-06,0.0,1117,91.0,7023.0,-889.0,7023.0,-0.12658408087711803,0.022372426141451008,85.17944046553268,191.66786034019697,161.32766338406446,0.11958811413589412,259,263,286,309
2019-10-01 07:10:00+00:00,0.07128865979381556,0.1799999999999926,194.0,0.293210526315789,0.4499999999999886,190.0,4.696172217427886e-06,0.0,1126,6.676079798684725e-06,0.0,1126,50.0,3193.0,267.0,3193.0,0.0836204196680238,0.024085257548846044,85.11777975133215,140.36412078152753,221.07637655417406,-0.1636517699170877,239,286,252,349
2019-10-01 07:12:00+00:00,0.06812206572769831,0.1700000000000017,213.0,0.37544303797468426,0.4500000000000028,158.0,6.822773248083839e-06,0.0,1120,5.246915920774553e-06,0.0,1120,47.0,3246.0,-836.0,3246.0,-0.2575477510782502,0.02316964285714192,85.07318303571428,179.13214285714287,208.99821428571428,-0.0825496401607975,276,231,280,332
2019-10-01 07:14:00+00:00,0.08822742474916273,0.1799999999999926,299.0,0.17353159851301114,0.44199999999999606,269.0,7.5859968789333335e-06,0.0,1968,8.838066366293648e-06,0.0,1968,145.0,18388.0,-5420.0,18388.0,-0.29475745051120295,0.025818089430895422,85.05781758130081,290.4725609756098,211.5650406504065,0.0396315736345276,429,456,470,610
2019-10-01 07:16:00+00:00,0.07220095693779958,0.1799999999999926,209.0,0.19203703703703556,0.1400000000000005,216.0,8.056490980708737e-06,0.0,1488,7.819389032298186e-06,0.0,1488,78.0,6866.0,-248.0,6866.0,-0.036120011651616664,0.02514112903225871,85.06043346774194,256.31048387096774,250.2513440860215,-0.02969674405594347,352,341,373,422
2019-10-01 07:18:00+00:00,0.11460317460317404,0.4200000000000017,189.0,0.258488372093023,0.41399999999999526,172.0,4.894288546038953e-06,0.0,1299,5.6182510744936875e-06,0.0,1299,86.0,6755.0,-2081.0,6755.0,-0.3080680977054034,0.02177059276366495,84.94123941493456,287.2140107775212,275.44803695150114,-0.0049148933360936556,298,290,358,353
