reference_start,reference_end,dynamic_start,reference_points,h_star,omega_star,objective_d_nu,calib_t0,nu_used,n_bootstrap,global_threshold_95,observed_max_kl,global_p_value,pointwise_exceedance_count_95,global_exceedance_count_95,side,input_file,series_name,value_col,block_length,alpha,seed,kl_step_points,nu_requested,used_fixed_h_omega
2019-10-01T09:00:00+02:00,2019-10-01T09:59:00+02:00,2019-10-01T10:00:00+02:00,60,0.034235577249004945,0.9001,1.2138846459511914,19,10,200,0.8926250468916226,7.683141842818214,0.004975124378109453,433,425,ask,C:\Users\Wentao\Desktop\EA_recherche\causal_zovko\data\rlop_ask_1min.csv,rlop_ask_mean_1min,delta_mean,5,0.05,42,1,10,False
