Date,Close,log_return,t_index,is_event
2000-01-03 00:00:00+01:00,16.692272186279297,,0.0,False
2000-01-04 00:00:00+01:00,15.654197692871094,-0.0642067647799962,1.0,False
2000-01-05 00:00:00+01:00,14.99398136138916,-0.043090226198592596,2.0,False
2000-01-06 00:00:00+01:00,15.571148872375488,0.0377708926791831,3.0,True
2000-01-07 00:00:00+01:00,16.401607513427734,0.0519595784500444,4.0,True
2000-01-10 00:00:00+01:00,16.048660278320312,-0.021753974801720144,5.0,False
2000-01-11 00:00:00+01:00,16.256282806396484,0.012854093955451784,6.0,False
2000-01-12 00:00:00+01:00,15.903336524963379,-0.02195053674251035,7.0,False
2000-01-13 00:00:00+01:00,15.799529075622559,-0.006548797300872877,8.0,False
2000-01-14 00:00:00+01:00,16.480504989624023,0.042198032337736,9.0,True
2000-01-17 00:00:00+01:00,16.214757919311523,-0.01625635636711875,10.0,False
2000-01-18 00:00:00+01:00,15.36353874206543,-0.05392472218123778,11.0,False
2000-01-19 00:00:00+01:00,15.405057907104492,0.002698802984939963,12.0,False
2000-01-20 00:00:00+01:00,15.36768913269043,-0.002428693982647445,13.0,False
2000-01-21 00:00:00+01:00,15.259726524353027,-0.007050092422117515,14.0,False
2000-01-24 00:00:00+01:00,15.03134822845459,-0.015079202384099766,15.0,False
2000-01-25 00:00:00+01:00,14.47078800201416,-0.038005905435746445,16.0,False
2000-01-26 00:00:00+01:00,15.36353874206543,0.05986509123967121,17.0,True
2000-01-27 00:00:00+01:00,15.778762817382812,0.02666782236611409,18.0,True
2000-01-28 00:00:00+01:00,15.986383438110352,0.013072414381821051,19.0,False
2000-01-31 00:00:00+01:00,15.986383438110352,0.0,20.0,False
2000-02-01 00:00:00+01:00,16.110950469970703,0.007761869419537604,21.0,False
2000-02-02 00:00:00+01:00,16.52617645263672,0.025446381291148956,22.0,True
2000-02-03 00:00:00+01:00,16.401607513427734,-0.0075662263583495815,23.0,False
2000-02-04 00:00:00+01:00,16.194000244140625,-0.012738530798125591,24.0,False
2000-02-07 00:00:00+01:00,16.194000244140625,0.0,25.0,False
2000-02-08 00:00:00+01:00,16.29364585876465,0.006134388855768336,26.0,False
2000-02-09 00:00:00+01:00,16.027904510498047,-0.016443972107485383,27.0,False
2000-02-10 00:00:00+01:00,16.401607513427734,0.02304811404984264,28.0,True
2000-02-11 00:00:00+01:00,16.194000244140625,-0.012738530798125591,29.0,False
2000-02-14 00:00:00+01:00,16.401607513427734,0.012738530798125591,30.0,False
2000-02-15 00:00:00+01:00,16.50542449951172,0.006309735285738416,31.0,False
2000-02-16 00:00:00+01:00,17.024457931518555,0.03096192754652627,32.0,True
2000-02-17 00:00:00+01:00,17.85491943359375,0.04762805680570503,33.0,True
2000-02-18 00:00:00+01:00,17.813392639160156,-0.002328498927101297,34.0,False
2000-02-21 00:00:00+01:00,17.190549850463867,-0.03559076431860042,35.0,False
2000-02-22 00:00:00+01:00,16.98293113708496,-0.012151016630419509,36.0,False
2000-02-23 00:00:00+01:00,17.020307540893555,0.002198403464789944,37.0,False
2000-02-24 00:00:00+01:00,16.89988899230957,-0.007100138959616142,38.0,False
2000-02-25 00:00:00+01:00,16.81684112548828,-0.004926221165525657,39.0,False
2000-02-28 00:00:00+01:00,16.671510696411133,-0.008679515922974446,40.0,False
2000-02-29 00:00:00+01:00,16.605072021484375,-0.003993124160048822,41.0,False
2000-03-01 00:00:00+01:00,16.81684112548828,0.012672640083023268,42.0,False
2000-03-02 00:00:00+01:00,17.024457931518555,0.01227017973076805,43.0,False
2000-03-03 00:00:00+01:00,17.398168563842773,0.021713933758922277,44.0,True
2000-03-06 00:00:00+01:00,17.273591995239258,-0.0071860847379432435,45.0,False
2000-03-07 00:00:00+01:00,17.273591995239258,0.0,46.0,False
2000-03-08 00:00:00+01:00,16.89988899230957,-0.021871807586221426,47.0,False
