trade_time_paris,MiFIDPrice,MiFIDQuantity,q_UncrossingTrade,q_FirstTradePrice,q_PassiveBuyOrder,q_AggressiveBuyOrder,sign,signed_qty,TradeType,MMTMarketMechanism,MMTTradingMode,Venue
2019-10-01 09:00:32.721341+02:00,85.21,3767.0,0,0,0,1,1,3767.0,1,1,2,XPAR
2019-10-01 09:00:32.721594+02:00,85.21,608.0,0,0,1,0,-1,-608.0,1,1,2,XPAR
2019-10-01 09:00:32.870620+02:00,85.27,133.0,0,0,1,0,-1,-133.0,1,1,2,XPAR
2019-10-01 09:00:32.889330+02:00,85.27,144.0,0,0,0,1,1,144.0,1,1,2,XPAR
2019-10-01 09:00:32.889330+02:00,85.27,41.0,0,0,0,1,1,41.0,1,1,2,XPAR
2019-10-01 09:00:33.065431+02:00,85.27,103.0,0,0,0,1,1,103.0,1,1,2,XPAR
2019-10-01 09:00:33.757264+02:00,85.25,31.0,0,0,1,0,-1,-31.0,1,1,2,XPAR
2019-10-01 09:00:33.757394+02:00,85.25,100.0,0,0,1,0,-1,-100.0,1,1,2,XPAR
2019-10-01 09:00:33.757394+02:00,85.25,132.0,0,0,1,0,-1,-132.0,1,1,2,XPAR
2019-10-01 09:00:33.757394+02:00,85.25,86.0,0,0,1,0,-1,-86.0,1,1,2,XPAR
2019-10-01 09:00:33.757521+02:00,85.22,150.0,0,0,1,0,-1,-150.0,1,1,2,XPAR
2019-10-01 09:00:34.186614+02:00,85.24,136.0,0,0,1,0,-1,-136.0,1,1,2,XPAR
2019-10-01 09:00:34.186614+02:00,85.24,141.0,0,0,1,0,-1,-141.0,1,1,2,XPAR
2019-10-01 09:00:34.186614+02:00,85.24,135.0,0,0,1,0,-1,-135.0,1,1,2,XPAR
2019-10-01 09:00:34.187174+02:00,85.21,306.0,0,0,1,0,-1,-306.0,1,1,2,XPAR
2019-10-01 09:00:34.187174+02:00,85.21,94.0,0,0,1,0,-1,-94.0,1,1,2,XPAR
2019-10-01 09:00:34.187228+02:00,85.21,41.0,0,0,1,0,-1,-41.0,1,1,2,XPAR
2019-10-01 09:00:34.187273+02:00,85.2,133.0,0,0,1,0,-1,-133.0,1,1,2,XPAR
2019-10-01 09:00:34.187273+02:00,85.19,150.0,0,0,1,0,-1,-150.0,1,1,2,XPAR
2019-10-01 09:00:34.187273+02:00,85.19,58.0,0,0,1,0,-1,-58.0,1,1,2,XPAR
2019-10-01 09:00:34.187867+02:00,85.18,13.0,0,0,1,0,-1,-13.0,1,1,2,XPAR
2019-10-01 09:00:34.187867+02:00,85.17,37.0,0,0,1,0,-1,-37.0,1,1,2,XPAR
2019-10-01 09:00:34.188271+02:00,85.16,64.0,0,0,1,0,-1,-64.0,1,1,2,XPAR
2019-10-01 09:00:34.394734+02:00,85.18,140.0,0,0,1,0,-1,-140.0,1,1,2,XPAR
2019-10-01 09:00:34.496744+02:00,85.18,178.0,0,0,1,0,-1,-178.0,1,1,2,XPAR
2019-10-01 09:00:34.698438+02:00,85.18,150.0,0,0,1,0,-1,-150.0,1,1,2,XPAR
2019-10-01 09:00:34.705282+02:00,85.18,134.0,0,0,1,0,-1,-134.0,1,1,2,XPAR
2019-10-01 09:00:34.960565+02:00,85.21,132.0,0,0,0,1,1,132.0,1,1,2,XPAR
2019-10-01 09:00:34.960565+02:00,85.21,120.0,0,0,0,1,1,120.0,1,1,2,XPAR
2019-10-01 09:00:34.961387+02:00,85.19,150.0,0,0,1,0,-1,-150.0,1,1,2,XPAR
2019-10-01 09:00:35.014424+02:00,85.21,2.0,0,0,0,1,1,2.0,1,1,2,XPAR
2019-10-01 09:00:35.042954+02:00,85.21,42.0,0,0,0,1,1,42.0,1,1,2,XPAR
2019-10-01 09:00:35.223211+02:00,85.21,141.0,0,0,1,0,-1,-141.0,1,1,2,XPAR
2019-10-01 09:00:35.232093+02:00,85.21,78.0,0,0,0,1,1,78.0,1,1,2,XPAR
2019-10-01 09:00:35.232141+02:00,85.2,177.0,0,0,1,0,-1,-177.0,1,1,2,XPAR
2019-10-01 09:00:35.232283+02:00,85.2,166.0,0,0,0,1,1,166.0,1,1,2,XPAR
2019-10-01 09:00:35.232912+02:00,85.19,150.0,0,0,1,0,-1,-150.0,1,1,2,XPAR
2019-10-01 09:00:35.232952+02:00,85.18,110.0,0,0,1,0,-1,-110.0,1,1,2,XPAR
2019-10-01 09:00:35.261116+02:00,85.2,138.0,0,0,1,0,-1,-138.0,1,1,2,XPAR
2019-10-01 09:00:35.286871+02:00,85.2,151.0,0,0,0,1,1,151.0,1,1,2,XPAR
2019-10-01 09:00:35.286871+02:00,85.2,36.0,0,0,0,1,1,36.0,1,1,2,XPAR
2019-10-01 09:00:36.148193+02:00,85.18,27.0,0,0,0,1,1,27.0,1,1,2,XPAR
2019-10-01 09:00:37.862257+02:00,85.14,150.0,0,0,1,0,-1,-150.0,1,1,2,XPAR
2019-10-01 09:00:37.862257+02:00,85.14,176.0,0,0,1,0,-1,-176.0,1,1,2,XPAR
2019-10-01 09:00:37.862257+02:00,85.14,85.0,0,0,1,0,-1,-85.0,1,1,2,XPAR
2019-10-01 09:00:37.862257+02:00,85.14,69.0,0,0,1,0,-1,-69.0,1,1,2,XPAR
2019-10-01 09:00:37.862401+02:00,85.14,128.0,0,0,1,0,-1,-128.0,1,1,2,XPAR
2019-10-01 09:00:37.862401+02:00,85.14,100.0,0,0,1,0,-1,-100.0,1,1,2,XPAR
2019-10-01 09:00:37.863131+02:00,85.13,316.0,0,0,1,0,-1,-316.0,1,1,2,XPAR
2019-10-01 09:00:37.863131+02:00,85.13,164.0,0,0,1,0,-1,-164.0,1,1,2,XPAR
2019-10-01 09:01:20.955552+02:00,85.17,65.0,0,0,0,1,1,65.0,1,1,2,XPAR
2019-10-01 09:01:20.955684+02:00,85.18,51.0,0,0,0,1,1,51.0,1,1,2,XPAR
2019-10-01 09:01:20.955684+02:00,85.18,37.0,0,0,0,1,1,37.0,1,1,2,XPAR
2019-10-01 09:01:20.955771+02:00,85.19,150.0,0,0,0,1,1,150.0,1,1,2,XPAR
2019-10-01 09:01:20.955771+02:00,85.2,85.0,0,0,0,1,1,85.0,1,1,2,XPAR
2019-10-01 09:01:20.955771+02:00,85.2,69.0,0,0,0,1,1,69.0,1,1,2,XPAR
2019-10-01 09:01:20.955771+02:00,85.21,69.0,0,0,0,1,1,69.0,1,1,2,XPAR
2019-10-01 09:01:20.955880+02:00,85.21,81.0,0,0,0,1,1,81.0,1,1,2,XPAR
