lag,xcf,null_lo,null_hi
-10,-0.09129837799228467,-0.166540779264232,0.18577852114418783
-9,-0.0827987164235154,-0.205105555882971,0.16284372935011288
-8,-0.06988311048762276,-0.17494051827684076,0.1862544602942492
-7,-0.048640013231025715,-0.17450366913633877,0.18228904556259026
-6,0.040863151584018514,-0.17321385947671877,0.19830506504338988
-5,0.05759063628014573,-0.19962043111147065,0.1851075789294067
-4,0.03470061834289676,-0.18867739292748956,0.19978959331028523
-3,0.05164172305582574,-0.17714433037769678,0.20152994554776202
-2,0.08332487432398411,-0.2291600925470481,0.2266440022239625
-1,0.08153601983828876,-0.2828191800002693,0.24482348159828568
0,0.2207731017515999,-0.34685559701546625,0.3779821852070333
1,0.07948619918853482,-0.37501727819006914,0.41316718327752466
2,0.10783469399607724,-0.3727762715327966,0.29393833060935803
3,0.1435705756181121,-0.4125218585478596,0.3781197692359358
4,0.041888197863218124,-0.44678066489075363,0.3548703673842387
5,0.09687872606984169,-0.3691471628076307,0.3498793254571914
6,0.12972685078548016,-0.41508293201502616,0.3065863791982327
7,0.1996493218461703,-0.3983156219579962,0.3887984139689638
8,0.44487251302670794,-0.3518343032356553,0.37946986274548794
9,0.1449358299134232,-0.3810595762903317,0.45696194997304024
10,0.11005678549882202,-0.3224513990005378,0.46804462064077934
