lag,xcf,null_lo,null_hi
-10,0.0872393747454601,-0.10713527283866753,0.12076573359193904
-9,0.10145762514066642,-0.10416955791469662,0.10198917047358212
-8,0.10554078276844657,-0.10329087554741546,0.111413635509755
-7,0.12575398698861354,-0.09620774565661873,0.13332333150083744
-6,0.12118835693795314,-0.09494023285575769,0.13116494362900374
-5,0.13697185539758966,-0.09673621976996429,0.14302033351979368
-4,0.13584353211618555,-0.13628548850505237,0.13075918593752572
-3,0.14022760856227293,-0.13759252204869407,0.17973913479144393
-2,0.1869166705698559,-0.13896756453491935,0.17354330672038923
-1,0.17587563297047012,-0.14711129859250743,0.171920235734721
0,0.28655774188296385,-0.170465764221768,0.2154796884375176
1,0.22680740581616107,-0.19753193462217983,0.24733488290125685
2,0.2385228039091438,-0.18416835478014124,0.22988579238879825
3,0.17781611543971176,-0.21654428226251948,0.2174677880896523
4,0.15969989715112815,-0.21501539773642023,0.20984619050831937
5,0.16656566368626702,-0.17359108922784247,0.19512941167914316
6,0.1670765711132346,-0.21142396799836854,0.21278912923073512
7,0.1338518594155915,-0.1826047557382621,0.21683207617587158
8,0.14285813623969745,-0.20613972849355192,0.19359313198644254
9,0.1444413470072684,-0.17336538421142877,0.20683894392065902
10,0.11227280291074947,-0.1847601348283281,0.2296646856384731
