lag,xcf,null_lo,null_hi
-10,0.09676129996430394,-0.1333379473139048,0.1425040298856098
-9,0.11706700531016334,-0.11986821443295435,0.12903310890240213
-8,0.11294195542847796,-0.13217959793839154,0.12873231500069673
-7,0.14864201695402166,-0.11993781772791466,0.16081322803365108
-6,0.16702911536132023,-0.1139227717950825,0.15987874471412916
-5,0.16668354244987862,-0.11406342453460402,0.1758355706054664
-4,0.15982768078482076,-0.1312869218656226,0.16869269522974506
-3,0.17151603425622736,-0.14880304649186,0.18499442588348614
-2,0.23275816951879996,-0.15178114025818276,0.19972049611471257
-1,0.22036425386225597,-0.16485994962146427,0.1858525268188085
0,0.3202779574683272,-0.1982288679135108,0.2303442059868917
1,0.3276174308649121,-0.2025618741573016,0.25135912801366284
2,0.2915228565393431,-0.19274039601158252,0.25613811087994437
3,0.25730599965345247,-0.21283214938390424,0.2158522520837364
4,0.22175863514954142,-0.24044743554461714,0.2455217347575444
5,0.225406018900502,-0.19150761411965558,0.23037255946978333
6,0.23094694290423412,-0.21964777313538597,0.24554548805394644
7,0.17104048041682457,-0.21711042260688976,0.25986810285157086
8,0.19109178430534746,-0.2427099518202252,0.24020614814695262
9,0.17983229880477553,-0.18772683693991857,0.23987549792619006
10,0.13900637530708762,-0.19144763285372138,0.2752058587929861
