260,TechnicalNotification,1,0,,,1800150
270,TechnicalNotification,1,0,,,1641042
273,TechnicalNotification,1,0,,,1828865
274,TechnicalNotification,1,0,,,1828855
279,TechnicalNotification,1,0,,,1377301
279,TechnicalNotification,1,0,,,1828825
280,TechnicalNotification,1,0,,,1828803
280,TechnicalNotification,1,0,,,1828862
286,TechnicalNotification,1,0,,,1828755
286,TechnicalNotification,1,0,,,1828806
287,TechnicalNotification,1,0,,,1320429
290,TechnicalNotification,1,0,,,1345363
292,TechnicalNotification,1,0,,,1828750
294,TechnicalNotification,1,0,,,1342622
296,TechnicalNotification,1,0,,,1237729
305,TechnicalNotification,1,0,,,1188487
307,TechnicalNotification,1,0,,,1280658
310,TechnicalNotification,1,0,,,1241509
314,TechnicalNotification,1,0,,,1187306
318,TechnicalNotification,1,0,,,1188783
322,TechnicalNotification,1,0,,,1162584
324,TechnicalNotification,1,0,,,1169931
326,TechnicalNotification,1,0,,,1178776
330,TechnicalNotification,1,0,,,1160352
330,TechnicalNotification,1,0,,,1241778
336,TechnicalNotification,1,0,,,1154676
338,TechnicalNotification,1,0,,,1153911
338,TechnicalNotification,1,0,,,1169998
344,TechnicalNotification,1,0,,,1146609
344,TechnicalNotification,1,0,,,1146972
344,TechnicalNotification,1,0,,,1147067
351,TechnicalNotification,1,0,,,1147591
359,TechnicalNotification,1,0,,,1140635
360,TechnicalNotification,1,0,,,1139452
361,TechnicalNotification,1,0,,,1139591
368,TechnicalNotification,1,0,,,1130678
369,TechnicalNotification,1,0,,,1131252
377,TechnicalNotification,1,0,,,1125716
385,TechnicalNotification,1,0,,,1110840
386,TechnicalNotification,1,0,,,1132118
388,TechnicalNotification,1,0,,,1125613
388,TechnicalNotification,1,0,,,1126063
393,TechnicalNotification,1,0,,,1110698
397,TechnicalNotification,1,0,,,1111699
397,TechnicalNotification,1,0,,,1115467
400,TechnicalNotification,1,0,,,1126029
404,TechnicalNotification,1,0,,,1110563
409,TechnicalNotification,1,0,,,1111380
418,TechnicalNotification,1,0,,,1110993
419,TechnicalNotification,1,0,,,1111019
426,TechnicalNotification,1,0,,,1110837
427,TechnicalNotification,1,0,,,1110490
428,TechnicalNotification,1,0,,,1111246
436,TechnicalNotification,1,0,,,1110366
436,TechnicalNotification,1,0,,,1111017
440,TechnicalNotification,1,0,,,1110695
448,TechnicalNotification,1,0,,,1110560
453,TechnicalNotification,1,0,,,1110854
458,TechnicalNotification,1,0,,,1110305
463,TechnicalNotification,1,0,,,1110705
471,TechnicalNotification,1,0,,,1110639
472,TechnicalNotification,1,0,,,1110233
478,TechnicalNotification,1,0,,,1828895
484,TechnicalNotification,1,0,,,1828843
488,TechnicalNotification,1,0,,,1110855
493,TechnicalNotification,1,0,,,1416099
497,TechnicalNotification,1,0,,,1110496
497,TechnicalNotification,1,0,,,1110706
507,TechnicalNotification,1,0,,,1110640
508,TechnicalNotification,1,0,,,1110431
517,TechnicalNotification,1,0,,,1110372
524,TechnicalNotification,1,0,,,1110486
526,TechnicalNotification,1,0,,,1110311
527,TechnicalNotification,1,0,,,1319593
528,TechnicalNotification,1,0,,,1110497
535,TechnicalNotification,1,0,,,1165826
536,TechnicalNotification,1,0,,,1110240
537,TechnicalNotification,1,0,,,1110421
540,TechnicalNotification,1,0,,,1110433
542,TechnicalNotification,1,0,,,1828901
543,TechnicalNotification,1,0,,,1138101
546,TechnicalNotification,1,0,,,1110363
548,TechnicalNotification,1,0,,,1110373
548,TechnicalNotification,1,0,,,1481510
552,TechnicalNotification,1,0,,,1130264
554,TechnicalNotification,1,0,,,1418487
556,TechnicalNotification,1,0,,,1110302
556,TechnicalNotification,1,0,,,1110314
563,TechnicalNotification,1,0,,,1339406
564,TechnicalNotification,1,0,,,1110230
564,TechnicalNotification,1,0,,,1110242
566,TechnicalNotification,1,0,,,1124003
570,TechnicalNotification,1,0,,,1828794
570,TechnicalNotification,1,0,,,1828892
571,TechnicalNotification,1,0,,,1269865
576,TechnicalNotification,1,0,,,1828840
578,TechnicalNotification,1,0,,,1418649
579,TechnicalNotification,1,0,,,1166560
582,TechnicalNotification,1,0,,,1828796
587,TechnicalNotification,1,0,,,1110979
593,TechnicalNotification,1,0,,,1162294
594,TechnicalNotification,1,0,,,1180732
595,TechnicalNotification,1,0,,,1110783
596,TechnicalNotification,1,0,,,1448788
601,TechnicalNotification,1,0,,,1130602
602,TechnicalNotification,1,0,,,1162295
610,TechnicalNotification,1,0,,,1111189
613,TechnicalNotification,1,0,,,1110685
613,TechnicalNotification,1,0,,,1264874
618,TechnicalNotification,1,0,,,1110988
618,TechnicalNotification,1,0,,,1158314
624,TechnicalNotification,1,0,,,1146576
627,TechnicalNotification,1,0,,,1110476
632,TechnicalNotification,1,0,,,1138856
