v_exp1,u_unif01
5.185910775849215e-06,5.185897329007538e-06
0.022443160881124358,0.022193186708428736
0.0018786005021560093,0.0018768370366878395
0.0049458959627729825,0.0049336851587522546
0.030601518181102613,0.030138031553586075
0.14973281770879215,0.13906202692159186
1.4972782880531963,0.7762617166362922
0.2753225857328929,0.24067286438820823
0.4021504989043062,0.3311199276030814
0.43185703994841257,0.35069780567442144
1.3726967408701294,0.7465773779152686
0.05337259592954931,0.05197328422747338
0.05989769750426291,0.05813911662524096
0.46227782243692395,0.37015267008790476
0.06364757223330793,0.061664363202685424
0.05688499025732811,0.0552972868652033
0.4904384499988285,0.38764215298084215
0.43267426414233356,0.3512282143758588
0.38818091225634194,0.32171037874235375
1.6543704276094262,0.8087876001334996
2.3603012488992494,0.9056082165080725
0.8765624925629725,0.5837888155320254
0.23468520017039673,0.2091802396260375
7.995452710244623,0.9996630084527413
0.6169577932742791,0.46041653234918534
0.07965584133240419,0.07656590044593892
0.1197155641006709,0.11282725538978133
0.08330647355442695,0.07993087284923084
0.04135373480240138,0.04051033497600365
0.7620955700765083,0.5333125746187946
0.6364126569591934,0.47081260021728233
0.6110790774935584,0.4572351323920649
0.007248818023849777,0.007222608709564704
1.4932865311021042,0.7753668228775373
0.21321312855181168,0.19201608557722505
0.21863030944285997,0.1963812464906265
0.1769191557645959,0.1621524830730391
0.2898460503784428,0.25162122866082093
0.5018650047516815,0.3945994686747931
0.04658550811721635,0.04551705895874958
0.015532554044185038,0.01541254607346787
0.40195570360487554,0.3309896202178746
0.18018252146837088,0.16488222942191566
0.0288013726253983,0.028390566467578315
0.6667920620530337,0.48664725706909906
0.7189909250178466,0.5127563266192179
0.7507872866196649,0.5280051887727746
0.49866670101694344,0.39266011422531544
0.28903558870453727,0.25101445049707627
0.10204191873386188,0.09700830139318728
0.4745059380069139,0.37780761785179395
0.02946076857095971,0.02903103060578449
0.09285404932560769,0.08867350069257773
0.646831436168892,0.4762974644857517
0.18096846931033403,0.16553833056707346
0.04158081065818497,0.040728187177380915
0.5090176330300834,0.3989142243180366
0.13037994865748587,0.12223813688622842
0.2918515016821901,0.25312056192107324
0.011741471052479385,0.011672808975241034
0.2910716883475898,0.252537908224886
0.4630548932769089,0.3706419159676496
0.7301648346629137,0.518170438669248
0.16821834797104165,0.154830726459948
0.16762781094111479,0.15433147530872893
0.36026220017167543,0.3025065808012841
0.1720432536080198,0.1580572446810098
1.1990918939433584,0.6985321475712347
0.7121973337451133,0.5094349228967257
0.5880381585733848,0.44458414558299075
