events_csv,side,threshold_actual,half1_n,half1_mean_v,half1_median_v,half1_ks_exp_stat,half1_ks_exp_pvalue,half1_ks_unif_stat,half1_ks_unif_pvalue,half2_n,half2_mean_v,half2_median_v,half2_ks_exp_stat,half2_ks_exp_pvalue,half2_ks_unif_stat,half2_ks_unif_pvalue
C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\data\derived\rlop_ask_events_q99.csv,ask,1.6392000000001288,301,0.997246212210582,0.6141983309815636,0.07850810816725182,0.04632501383946286,0.07850810816725179,0.04632501383946319,73,1.0000144309088235,0.48728487488172556,0.26104943024262217,7.058462213007532e-05,0.26104943024262217,7.058462213007532e-05
