events_csv,side,threshold_actual,half1_n,half1_mean_v,half1_median_v,half1_ks_exp_stat,half1_ks_exp_pvalue,half1_ks_unif_stat,half1_ks_unif_pvalue,half2_n,half2_mean_v,half2_median_v,half2_ks_exp_stat,half2_ks_exp_pvalue,half2_ks_unif_stat,half2_ks_unif_pvalue
Hawkes\rlop_powerlaw\data\derived\rlop_bid_events_q99.csv,bid,0.4500000000000028,397,0.9486671764100435,0.6147540858223062,0.08872621383310908,0.0036093077614464957,0.08872621383310908,0.0036093077614464957,229,0.991837897185502,0.5736140405315632,0.08055587866806735,0.09688511195531935,0.08055587866806735,0.09688511195531935
