v_exp1,u_unif01
0.03016807625514059,0.029717561595994035
0.5023349977427036,0.3948839358272568
0.48728487488172556,0.38570798834793496
0.5685522327574221,0.43365521913020577
0.6282200305513271,0.4664593576549172
0.548803867724954,0.4223596684352272
0.5729583523423233,0.43614511254871646
0.651384694976995,0.47867659715463806
0.42908228632348216,0.34889365017108454
0.6269149619335057,0.46576259594423297
0.7443784292911704,0.5249705273989314
0.42541686680103113,0.3465026929916033
0.424925061770109,0.3461812206839531
0.5339491052715231,0.4137149095715994
0.440332592874103,0.3561777452241056
1.5986192879730392,0.7978245285218486
1.1859765939104092,0.6945522646052505
0.5922616856367302,0.44692501263811946
0.5491852087593513,0.4225799044016012
0.5342535769555183,0.4138933896079461
0.4125903919280468,0.3380666394461761
1.6905431953335377,0.8155806789340453
9.194514478363573,0.9998984048213688
1.0366801464064996,0.6453699503002893
2.713117734464,0.9336703143384072
3.4198624724871602,0.9672830658917914
2.9637444235990995,0.9483747519876468
4.255113400368215,0.9858085186648834
0.7381809649108486,0.5220174076878579
0.44888182110893593,0.36165846726921613
0.4998176433316228,0.3933587252916082
0.42671957879453815,0.3473534575002867
0.43301981945258894,0.3514523621815624
0.7792752501208295,0.5412616385726641
0.4264272728911388,0.3471626571784092
0.4079474646485234,0.33498618536079994
0.5011505405688086,0.39416677712596804
1.2774395982369129,0.721249900215595
8.548676331127258,0.9998061985411882
4.040973020488317,0.9824196419579113
2.036226265412171,0.8694796682379891
2.6670433367841055,0.9305427161883804
0.3942888405193419,0.32584069640779856
0.5610208640776487,0.4293737654199469
0.12168197957310697,0.11457009146999098
0.1824250193697038,0.1667528810197345
0.2393424286460911,0.21285470487956182
0.3140956135139962,0.26955081599282293
0.32944265129061845,0.2806754636699882
0.34623084823361683,0.29265082205086823
0.36735127327744216,0.3074336777313701
0.38564530553467874,0.3199883207111347
0.37641505364924044,0.3136825846294552
0.3747445494547804,0.3125351303616031
0.3802089617073834,0.31628147670596407
0.4538962700412362,0.3648513862315078
0.3206141680218693,0.27429680351945895
0.3405225903125086,0.28860154433726204
0.3389332083132214,0.2874699614169598
0.3982560902633142,0.3285099564208479
0.42040781996935667,0.34322108236722315
0.7172046719811616,0.511885208340824
0.3272627439934898,0.27910569250806216
1.1525945671115425,0.6841837011259199
0.1238992328247274,0.11653113894091005
0.2072816329217336,0.187209290871727
0.24903379439931028,0.22044637160705538
0.48791695629184,0.3860961482216385
0.2684899958032227,0.23546692868911878
0.3075350076250536,0.2647428725085831
0.32830389490305917,0.27985586168458554
0.567124803231845,0.43284622461437094
0.6259346839286868,0.46523863799741805
