t_seconds_simulated
13.91285354734891
30.92229910355782
180.21956013397522
304.7126080986035
513.6624937784188
558.4178612198074
678.3776057485306
678.377811206753
766.8558659188328
961.0936987783195
1047.9870208970915
1270.0781831007018
1361.652263652682
1407.0341942317605
1462.6890329668797
1492.0842971752832
1492.0844544687654
1761.7152132850017
1762.5099827560582
1762.512992630443
1768.0803007856161
1848.5302131393494
1916.4088706263165
2206.5790356606763
2338.3259782483074
2338.327549581855
2369.313887936077
2398.945390221734
2485.8855478204837
2547.311285827142
2629.9158157557595
2643.681555183054
2657.3189539893224
2912.717643519378
2922.725999420284
2962.059612271462
3102.344725628721
3133.7703598795306
3133.7706522675157
3138.4483740145697
3138.6547780875558
3138.7466946580093
3152.9884992145344
3187.9515893171865
3187.952451879947
3191.5887999631063
3191.589226626032
3206.305413225474
3239.155343938408
3296.0582829859245
3331.5367183647595
3402.449854269467
3438.6079149237153
3471.0489311864358
3487.9797446940483
3490.925798218303
3499.531303537185
3556.257857834691
3559.803039295953
3717.38448189837
3735.941389567994
3747.668633914371
3782.135693542124
3822.0540031401156
3847.261890537318
3909.8842000619024
3943.4250129179354
4018.0161146270293
4018.017992598867
4033.433860642717
4065.163109314421
4368.580774177754
4379.160198563085
4379.163863660437
4414.310530637278
4521.2451635057
4527.436743872093
4572.022654450751
4710.519903396647
4721.5738991624785
4731.861743910049
4732.087643639589
4797.831820067212
4919.630791696268
5002.335673924826
5029.2399341140335
5077.5290719890745
5081.605094550365
5253.891080405376
5253.892781470061
5308.591354219838
5492.515975031236
5493.7068142921335
5514.511406937437
5521.560562077472
5551.433637694478
5556.493443316542
5561.846208059476
5575.334682580519
5594.091875385046
5597.359034454149
5606.596326084746
5807.379020000849
5836.754829129252
5836.759566799506
5853.291033473827
5914.658948286402
6223.215177381384
6321.673735210855
6347.20615749078
6490.862092865153
6622.532331246225
6649.871557807194
6664.9296613515735
6664.937847017934
6677.420094901733
6722.39243026063
6864.242640950755
6864.30134736043
7088.831487608648
7121.583389137249
7121.586352977314
7143.836321652161
7143.839435288187
7201.598320371816
7367.914487210083
7473.8063127945825
7620.415396511721
7620.415778152763
7709.134194238751
7781.0477944414915
7866.640024976543
7894.915864417155
7955.06938629228
7959.554709236926
8009.996362758215
8018.553679251667
8026.288040287817
8036.161045087227
8046.457175719921
8077.27965443612
8083.418993337181
8108.539885720343
8133.139201319553
8140.981152895514
8152.50780363526
8162.901269950207
8185.608209903553
8215.165099915015
8268.033854745705
8315.969409412814
8323.482833248137
8331.201976061588
8333.470450821917
8382.688901979318
8383.499979513312
8417.11349882459
8442.971378970036
8454.490195301207
8482.26141436182
8544.343273912546
8551.839948785662
8551.944947978596
8570.373669225259
8815.779070636348
8815.807819592255
8835.824322901277
8836.647507628677
9052.369801025501
9087.584791044575
9087.614633820405
9101.321819538025
9169.690260367248
9177.295054188542
9182.704931658907
9209.660216916633
9417.738700265598
9419.317069002997
9419.317509954186
9561.601807604684
9561.602819165786
9652.127981730171
9807.612737084231
9899.26394544335
9922.026734346862
9924.425067718574
9940.988282007762
9942.60517498567
9952.708318854253
10000.52271487738
10023.2353664833
10233.954480784232
10233.955069726724
10274.401918627951
10274.491448146451
10389.387847222717
10441.154261902937
10476.45981836286
10509.726807054752
10510.275622884172
10695.298117697834
10705.28945804521
10705.289463760246
10706.099016666703
10712.297365846644
10716.856487690628
10720.665651680094
10779.312700728075
10832.451604242897
10863.319125180471
10863.699082616069
10869.077203449724
10869.091156348333
10900.106459705275
10911.474732736231
10912.71781293871
10925.672052564783
10978.914480527948
11299.114904568252
11307.352945157567
11425.753711293435
11427.630929831543
11435.623327803241
11594.76398741673
11595.022001370946
11600.331534448498
11639.831239407202
11707.367643538764
11745.68358562854
11745.683800893885
11745.69954712754
11745.8434714576
11752.703391032626
11772.421750336764
11785.661833204487
11785.679403336433
11788.793888958919
11853.976307609018
11893.603472377057
11894.17580700093
11894.20743550682
11996.553238040675
11996.553430169317
12020.690472267572
12020.690810110957
12093.126377888324
12219.660046102785
12364.52909717424
12470.66023502159
12525.073617407888
12546.416169893495
12576.601987896167
12783.912676228525
12783.933117915585
12951.516688214831
13000.522930267422
13267.8862038162
13299.448799056023
13302.457804472278
13344.47191701983
13378.43708266533
13381.028396822243
13409.525778789013
13467.730631564924
13534.695186303625
13534.922692224305
13535.00552603014
13535.008547181567
13614.034724665942
13675.217878054576
13746.647729826624
13815.977388562555
13826.081064951932
13826.081649044478
13826.087958694146
13843.101406329894
13853.122681238463
13857.080150287778
13865.98794504547
13887.213740497911
13887.32661412407
13893.084518493346
13970.877422429436
13985.136292679408
13985.226243559933
13997.960633579532
13999.35519006089
14004.474041152502
14004.54281201289
14068.741583938427
14090.188872009689
14090.980820669036
14112.1209087253
14279.250137958581
14308.831497005574
14388.422529057618
14431.21775834075
14558.379772477378
14619.41325907892
14633.117773945338
14783.632940697707
14792.139080486757
14812.39133195005
15196.536883130471
15207.715946699773
15230.891060382351
15244.066316365353
15246.445469372025
15253.368299927868
15263.795200135257
15264.114482884504
15320.229125745935
15364.835432021158
15564.559359207527
15564.804177361217
15585.976764232417
15597.599334208548
15651.052529596902
15651.065196666597
15660.355793866689
15679.527795953394
15905.392445388616
15964.770252226062
16034.284339577074
16034.301316699179
16141.878136803822
16271.750063814397
16287.294233103838
16304.092529463702
16361.24815671228
16411.724456991502
16658.85031970479
16709.10021462484
16743.183733146467
16743.57961623401
16878.00605647723
16895.49490432272
16953.25081266569
17019.445560742406
17084.032037230307
17130.83878362428
17132.913812370956
17186.323070182803
17367.20819273708
17379.427762097348
17381.988913173846
17382.04710166755
17447.74962435986
17454.12091595431
17496.59715251146
17525.912482538373
17526.110972847247
17560.819489142163
17669.649379536688
17672.42618915059
17684.391651101803
17702.532778462635
17722.716340300693
17722.71875854175
17722.965796360662
17766.122553600646
17837.60712811739
17894.15755053738
17905.27532377305
17942.828383012624
18008.13731068704
18042.26769937306
18116.152216804807
18123.342475755377
18168.28306474449
18187.885230165593
18231.74875766443
18268.7625364893
18289.38339319888
18289.719468015122
18362.457949824187
18386.42028891913
18386.423584370816
18576.98031978952
18578.627880512824
18578.62993653483
18578.685073180764
18585.919795667407
18601.936556041284
18607.971509254447
18644.659067137523
18676.368657289062
18676.3694387499
18711.513952790316
18797.54830765713
18958.123245947947
18960.954850382604
19004.86675421201
19222.063562654366
19223.76775177718
19229.68251488618
19349.477465905846
19371.376316714588
19394.406009352228
19608.07992708035
19609.629565173935
19661.21496522813
19661.329930491487
19755.48864886168
19755.65056413147
19877.129014161826
19877.210828718482
19959.27373537837
20132.055241949143
20172.571709003594
20250.614581570793
20294.489916746512
20294.49624271086
20354.758443403625
20367.77466931567
20374.928439552736
20374.931743234505
20391.095609359854
20532.673843947963
20599.154791290854
20772.698172652897
20773.45464227977
20793.33909696648
20885.98503872888
20965.58354782738
20983.932180246164
20994.417735301115
21005.3977849948
21005.525863150513
21006.49848347602
21015.773991153572
21036.156940693414
21036.1572408348
21121.805090366164
21215.32590122558
21262.99934826963
