events_csv,side,threshold_mode,threshold_value_input,threshold_actual,n_events_total,n_events_half1,n_events_half2,T_observation_seconds,T_half_seconds,full_loglik,half1_loglik,half2_loglik,pooled_loglik,LR_obs,LR_pvalue_chi2_df4,simulated_event_count,simulated_mean_interarrival,observed_mean_interarrival,simulated_events_csv,simulated_counts_figure,full_mu,full_eta,full_c,full_p,full_amplitude,half1_mu,half1_eta,half1_c,half1_p,half1_amplitude,half2_mu,half2_eta,half2_c,half2_p,half2_amplitude,pooled_mu,pooled_eta,pooled_c,pooled_p,pooled_amplitude
Hawkes\rlop_powerlaw\data\derived\rlop_bid_events_q95.csv,bid,quantile,0.95,0.269999999999996,2156,1146,1010,30580.361816,15290.180908,-7153.718040312224,-3717.718596942007,-3426.514134624579,-7151.263719529896,14.061975926619198,0.007099858612376553,2171,14.081782557243411,14.190036363215778,C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\results\powerlaw_simulated_events_rlop_bid_events_q95.csv,C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\figures\powerlaw_cumulative_counts_rlop_bid_events_q95.png,0.0479737664447296,0.9996646498695336,0.0005954306454877477,1.022635366949703,0.019126653692773037,0.047504381139439715,0.9996646498695336,0.0011222757303898862,1.0281064211270432,0.02321393372810879,0.04998043729584609,0.9996646498695336,0.00015433630443816365,1.016067534688014,0.013949596962393344,0.048467119058167835,0.9996646498695336,0.0006062699188592022,1.0227924966330295,0.019244877910896196
