events_csv,side,threshold_mode,threshold_value_input,threshold_actual,n_events_total,n_events_half1,n_events_half2,T_observation_seconds,T_half_seconds,full_loglik,half1_loglik,half2_loglik,pooled_loglik,LR_obs,LR_pvalue_chi2_df4,simulated_event_count,simulated_mean_interarrival,observed_mean_interarrival,simulated_events_csv,simulated_counts_figure,full_mu,full_eta,full_c,full_p,full_amplitude,half1_mu,half1_eta,half1_c,half1_p,half1_amplitude,half2_mu,half2_eta,half2_c,half2_p,half2_amplitude,pooled_mu,pooled_eta,pooled_c,pooled_p,pooled_amplitude
Hawkes\rlop_powerlaw\data\derived\rlop_bid_events_q99.csv,bid,quantile,0.99,0.4500000000000028,626,397,229,30580.361816,15290.180908,-2657.3064969593242,-1628.302334208242,-1000.9400624891857,-2655.809364683371,53.133935971886785,7.989165257044379e-11,635,48.08957916487164,48.927245380368,C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\results\powerlaw_simulated_events_rlop_bid_events_q99.csv,C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\figures\powerlaw_cumulative_counts_rlop_bid_events_q99.png,0.012730929202529927,0.9996646498695336,0.00018302817859337464,1.0251560065365553,0.02025237270323266,0.013383858365909688,0.9996646498695336,0.002472749462459969,1.0400481640158665,0.03148028065105208,0.011381571250062292,0.9996646498695336,1.3471307292061887e-05,1.0143396356216685,0.012205342225807716,0.012860496090332487,0.9996646498695336,0.00018730316229185746,1.0253603884993492,0.020392972472886267
