events_csv,side,threshold_mode,threshold_value_input,threshold_actual,n_events_total,n_events_half1,n_events_half2,T_observation_seconds,T_half_seconds,full_loglik,half1_loglik,half2_loglik,pooled_loglik,LR_obs,LR_pvalue_chi2_df4,simulated_event_count,simulated_mean_interarrival,observed_mean_interarrival,simulated_events_csv,simulated_counts_figure,full_mu,full_eta,full_c,full_p,full_amplitude,half1_mu,half1_eta,half1_c,half1_p,half1_amplitude,half2_mu,half2_eta,half2_c,half2_p,half2_amplitude,pooled_mu,pooled_eta,pooled_c,pooled_p,pooled_amplitude
C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\data\derived\rlop_ask_events_q99.csv,ask,quantile,0.99,1.6392000000001288,374,301,73,30579.527997,15289.7639985,-1758.0879038492492,-1426.657552020677,-85.71907796000215,-1758.1553038776665,491.5573477939747,4.487307003078686e-105,242,125.72837164742664,81.98231657480696,C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\results\powerlaw_simulated_events_rlop_ask_events_q99.csv,C:\Users\Wentao\Desktop\EA_recherche\Hawkes\rlop_powerlaw\figures\powerlaw_cumulative_counts_rlop_ask_events_q99.png,0.0009631483678535175,0.9996646498695336,13.07195635679855,1.3857318677701806,1.039316915142351,0.004463934540069959,0.7799775387365241,195.09622943531687,2.5579744494294827,4495.641369725783,0.002943146272185773,0.3942146467655685,0.0017710230979827279,20.999999999999996,7.265194729135534e-55,0.0013802858702638727,0.9996646498695336,10.98778767638507,1.3450385298230723,0.7886350499237837
