v_exp1,u_unif01
1.4610756662312628e-06,1.4610745988630214e-06
0.018246998635174292,0.018081530118679634
0.0022157428531275327,0.0022132899069656764
0.017019464431294748,0.016875451511555117
0.11496595016281261,0.1086035047043673
1.3382346819404094,0.7376916822908204
0.3829941614373492,0.31818311989505976
0.3514490070112896,0.29633226883218355
1.2763710063865257,0.7209518709231939
0.9437049744746651,0.6108167530664868
0.48580556119832785,0.38479858528914423
0.23617985943117803,0.2103613627962606
2.793258125941255,0.9387785784842608
0.39454487348420086,0.32601328131842855
0.08423011944203317,0.08078029857016145
0.13754708151944553,0.12850668219835237
0.09928850074525061,0.09451856173264972
0.6791120386361544,0.49293295153227845
0.5068388798720462,0.3976031790826686
0.458733643448525,0.36791641791718765
0.005021288387735416,0.005008702793310338
1.02376393616738,0.6407597650526494
0.26076662998216965,0.2295392989359919
0.413827976389224,0.33888533118295294
0.009315662554829887,0.009272406195171112
0.3891083033759169,0.32233912692080624
0.862585923614424,0.5779307688797948
0.41773692867067685,0.34146455256508634
0.30963626082634654,0.2662862118602668
0.024465974090454763,0.024169108112817694
0.09707469473726565,0.09251178099245705
0.7002891225740318,0.5035582494766038
0.3203044908381446,0.2740720349963075
0.2423675817495155,0.2152323417409211
0.18031391103683542,0.1649919479773143
0.3929507077928473,0.32493797793692725
0.5595412495392327,0.42852883361471694
0.21409513453376455,0.1927284180361437
0.8279108868278213,0.5630388051623052
0.493823706859174,0.38971163674005316
0.43760710789206386,0.3544206239214476
0.03938791302243923,0.03862229412696039
0.24124024533420574,0.21434714571910196
0.8467380583875198,0.571188589120829
0.9607006127331617,0.6173752797051248
0.25697698856956736,0.22661398972094016
0.41115915035990164,0.33711857461214834
0.6091713395060568,0.45619869092080567
0.11318285303513868,0.10701264026258284
0.3269219820461788,0.2788599973006246
0.2883056089555694,0.250467506608976
0.26047557216548783,0.22931501768867923
0.2552006842568024,0.22523899997688035
0.7313463941896368,0.518739412773114
0.6667680736266162,0.48663494239689487
0.3600919365511347,0.30238781293579153
0.04977476837847511,0.04855630442415848
0.8574447019645394,0.5757552297385573
0.689058427788752,0.49795143843749023
0.7024936170269401,0.5046514471450004
0.33321748221356756,0.2833856736628918
0.3439829273215223,0.2910589685315186
0.5068226073721567,0.3975933765007107
0.23326514662333522,0.20805643547804964
0.36132818019043594,0.30324969870458074
0.8110030829506656,0.5555879395909427
0.7097926485487931,0.5082538488314545
0.8539313856130959,0.5742621022714653
0.3976475106716647,0.32810117690951235
0.5881251016135437,0.44463243302676725
0.3970858525655122,0.3277236934906216
0.24532011744619708,0.2175459790364257
0.45694918026768416,0.3667874810641967
0.9651720699962065,0.6190823503986289
0.5640578413293627,0.4311041154667815
1.1441087051576513,0.6814923244358071
0.6463045613973443,0.476021466130093
0.28602640346180624,0.24875721972503428
0.2992816981702004,0.25864945707368436
0.1960204996629064,0.17800461612281082
1.2045411864021145,0.7001704661733056
1.7684510360125465,0.829402967064409
1.829187280275761,0.8394560079622544
0.400109070873494,0.32975306237023105
0.4792448480833368,0.38074915625313677
0.4974109307646427,0.3918969557881814
0.3910439580528292,0.32364957566186403
0.4390173640641966,0.355330414551454
0.5521608647214615,0.42429555409415365
1.3323150782252617,0.736134316051034
0.24263565946273796,0.2154426922637549
0.035761940123671676,0.035130037031449124
0.022580712289722613,0.02232767616311493
0.29289348459452713,0.25389839221981125
0.49929410292445875,0.39304104091859815
0.4035860906664799,0.3320794773992086
0.43298255430193,0.3514281935058077
0.2016542974273865,0.1826225514078602
1.248752407675264,0.713137538891053
0.9623521300819731,0.6180066695496247
0.3346912504052458,0.28444101920438636
0.9051936028459796,0.5955364277762123
0.5395643752971906,0.41699783278998515
0.4670975846019186,0.37318108044698106
1.2489742706479188,0.7132011759897987
0.7132096029236636,0.5099312555508442
0.015957286969821287,0.015830643987058468
0.7944597199828342,0.5481747188393357
0.5636559761473944,0.4308754500753703
0.5351095155111074,0.41439484621482914
0.9883175659622507,0.6277976295207233
0.30769603169361237,0.2648612570710508
0.6133436586287333,0.45846287678400155
0.515624868348901,0.4028726479659056
0.5324942730847474,0.41286134240347305
0.5003934685364871,0.39370794407375864
0.7437085545328417,0.524652210541463
1.915095402342227,0.8526722234992724
0.08835239201609885,0.084561773245312
1.265338856522195,0.7178563262837376
0.7762103899510651,0.539853512888474
0.1800113468076652,0.16473926618539503
0.847488242147686,0.5715101558452964
0.41852965252917257,0.34198638246510027
0.13882815533235515,0.12962241464551327
0.5102171088419345,0.39963477993590635
1.0948673020414237,0.6654159973829452
1.3063800368914702,0.7292014349511684
1.1597139249105366,0.6864241257012389
0.6329290010348283,0.4689658785931957
0.019086564714228305,0.018905569592190252
1.467588204481136,0.7695193123100987
0.9447533972459274,0.6112245678262698
0.04300114196039691,0.04208970382921595
0.7223064697704611,0.514369129685928
0.7358249663322023,0.5208899537613445
0.01722658444711425,0.017079055197663395
1.0298446851774734,0.6429375866519234
0.9578956034036674,0.6163005071261464
0.6804687410103529,0.4936204241474986
0.4224965806247834,0.3445915045894251
0.5784102798957748,0.4392108438795149
0.4370624021778862,0.35406887735585735
1.2819503469114304,0.7225044402741049
0.45807760028402367,0.3675016077519595
0.668122671245663,0.4873298746985423
0.6632483197932683,0.48482484007893245
0.13059510728440957,0.12242697460770102
2.0718879359745523,0.874052224231041
0.5076131985133557,0.398069445627835
0.6805055046399505,0.493639040156463
1.3315773278241954,0.735939577211377
0.31740956136009285,0.2719674799320182
0.3588941836834878,0.3015517453370007
0.582377021780113,0.4414309435211503
0.26564752971360145,0.23329067786521085
1.2428208064787578,0.7114309287117786
1.3157508053733105,0.7317271730735246
0.16304876763866025,0.15045024313122768
0.3812662016425262,0.31700394925247766
0.5955750402220021,0.4487545136170288
0.43990337101397725,0.35590134332369494
0.5058610073561218,0.39701382367755045
