events_csv,side,threshold_actual,half1_n,half1_mean_v,half1_median_v,half1_ks_exp_stat,half1_ks_exp_pvalue,half1_ks_unif_stat,half1_ks_unif_pvalue,half2_n,half2_mean_v,half2_median_v,half2_ks_exp_stat,half2_ks_exp_pvalue,half2_ks_unif_stat,half2_ks_unif_pvalue
Hawkes\rlop_powerlaw\data\derived\rlop_bid_events_q95.csv,bid,0.269999999999996,1146,0.9895994190230706,0.7254290612973489,0.05662580633143188,0.0012337306040515073,0.05662580633143188,0.0012337306040515073,1010,0.9941734779140411,0.6871442661145695,0.040793908183129335,0.06746338186428469,0.040793908183129335,0.06746338186428469
