time_paris,t_ns,side,side_label,delta,bid,ask,price,t_seconds,dup_rank,t_seconds_jitter,threshold_mode,threshold_value_input,threshold_actual,time_origin_paris,window_start_paris,window_end_paris,T_observation_seconds
2019-10-01 09:00:18.190366269+02:00,1569913218190366269,1,bid,0.8900000000000006,85.21,85.27,84.32,0.000109167,0,0.000109167,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:18.191755376+02:00,1569913218191755376,1,bid,0.3199999999999932,85.21,85.3,84.89,0.001498274,0,0.001498274,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:18.191808576+02:00,1569913218191808576,1,bid,0.5899999999999892,85.21,85.3,84.62,0.001551474,0,0.001551474,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:18.191894307+02:00,1569913218191894307,1,bid,1.019999999999996,85.21,85.3,84.19,0.001637205,0,0.001637205,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:18.192336135+02:00,1569913218192336135,1,bid,6.209999999999994,85.21,85.3,79.0,0.002079033,0,0.002079033,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:18.195693313+02:00,1569913218195693313,1,bid,0.5599999999999881,85.21,85.3,84.65,0.005436211,0,0.005436211,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:26.239202278+02:00,1569913226239202278,1,bid,5.1200000000000045,85.18,85.27,80.06,8.048945176,0,8.048945176,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:27.720395597+02:00,1569913227720395597,1,bid,0.3300000000000125,85.18,85.3,84.85,9.530138495,0,9.530138495,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:30.722146985+02:00,1569913230722146985,1,bid,0.5999999999999943,85.19,85.34,84.59,12.531889883,0,12.531889883,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:34.244051218+02:00,1569913234244051218,1,bid,0.5999999999999943,85.13,85.23,84.53,16.053794116,0,16.053794116,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:53.886040789+02:00,1569913253886040789,1,bid,0.3700000000000045,85.11,85.18,84.74,35.695783687,0,35.695783687,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:53.892716212+02:00,1569913253892716212,1,bid,0.3499999999999943,85.11,85.18,84.76,35.70245911,0,35.70245911,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:53.897713723+02:00,1569913253897713723,1,bid,0.3299999999999983,85.11,85.18,84.78,35.707456621,0,35.707456621,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:54.887714165+02:00,1569913254887714165,1,bid,0.3100000000000023,85.11,85.18,84.8,36.697457063,0,36.697457063,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:54.897713734+02:00,1569913254897713734,1,bid,0.2900000000000062,85.11,85.18,84.82,36.707456632,0,36.707456632,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:54.902711923+02:00,1569913254902711923,1,bid,0.269999999999996,85.11,85.18,84.84,36.712454821,0,36.712454821,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:55.814277941+02:00,1569913255814277941,1,bid,0.3299999999999983,85.11,85.18,84.78,37.624020839,0,37.624020839,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:00:57.886012979+02:00,1569913257886012979,1,bid,0.3900000000000005,85.11,85.18,84.72,39.695755877,0,39.695755877,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:01:00.044839765+02:00,1569913260044839765,1,bid,0.3400000000000034,85.11,85.18,84.77,41.854582663,0,41.854582663,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:01:21.513139807+02:00,1569913281513139807,1,bid,0.6099999999999994,85.25,85.36,84.64,63.322882705,0,63.322882705,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:02:00.030044236+02:00,1569913320030044236,1,bid,0.7600000000000051,85.17,85.24,84.41,101.839787134,0,101.839787134,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:02:12.324891840+02:00,1569913332324891840,1,bid,1.059999999999988,85.21,85.28,84.15,114.134634738,0,114.134634738,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:02:13.418129459+02:00,1569913333418129459,1,bid,1.5699999999999932,85.21,85.28,83.64,115.227872357,0,115.227872357,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:04:44.086396777+02:00,1569913484086396777,1,bid,0.4500000000000028,85.23,85.29,84.78,265.896139675,0,265.896139675,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:04:52.092752113+02:00,1569913492092752113,1,bid,0.4600000000000079,85.2,85.27,84.74,273.902495011,0,273.902495011,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:04:52.112331715+02:00,1569913492112331715,1,bid,0.4700000000000131,85.18,85.25,84.71,273.922074613,0,273.922074613,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
2019-10-01 09:04:52.147073820+02:00,1569913492147073820,1,bid,0.4500000000000028,85.19,85.25,84.74,273.956816718,0,273.956816718,quantile,0.95,0.269999999999996,2019-10-01T09:00:18.190257102+02:00,2019-10-01T09:00:18.190257102+02:00,2019-10-01T17:29:58.552073359+02:00,30580.361816
