time_paris,t_ns,side,side_label,delta,bid,ask,price,t_seconds,dup_rank,t_seconds_jitter,threshold_mode,threshold_value_input,threshold_actual,time_origin_paris,window_start_paris,window_end_paris,T_observation_seconds
2019-10-01 09:12:38.744344371+02:00,1569913958744344371,2,ask,4.810000000000002,85.09,85.11,89.92,740.554001866,0,740.554001866,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:12:41.522121241+02:00,1569913961522121241,2,ask,4.810000000000002,85.04,85.06,89.87,743.331778736,0,743.331778736,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:13:12.194381773+02:00,1569913992194381773,2,ask,4.800000000000011,85.07,85.1,89.9,774.004039268,0,774.004039268,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:13:20.554786255+02:00,1569914000554786255,2,ask,4.799999999999997,85.05,85.08,89.88,782.36444375,0,782.36444375,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:13:58.007244934+02:00,1569914038007244934,2,ask,4.810000000000002,85.08,85.13,89.94,819.816902429,0,819.816902429,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:14:04.176522889+02:00,1569914044176522889,2,ask,4.800000000000011,85.08,85.1,89.9,825.986180384,0,825.986180384,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:14:33.312394995+02:00,1569914073312394995,2,ask,4.759999999999991,85.03,85.06,89.82,855.12205249,0,855.12205249,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:14:40.592809345+02:00,1569914080592809345,2,ask,4.769999999999996,85.02,85.04,89.81,862.40246684,0,862.40246684,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:15:38.493323605+02:00,1569914138493323605,2,ask,4.77000000000001,85.13,85.16,89.93,920.3029811,0,920.3029811,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:15:44.181007128+02:00,1569914144181007128,2,ask,4.790000000000006,85.11,85.13,89.92,925.990664623,0,925.990664623,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:16:00.016191978+02:00,1569914160016191978,2,ask,4.72999999999999,85.11,85.15,89.88,941.825849473,0,941.825849473,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:16:04.812361104+02:00,1569914164812361104,2,ask,4.730000000000004,85.15,85.17,89.9,946.622018599,0,946.622018599,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:16:32.811501604+02:00,1569914192811501604,2,ask,4.72999999999999,85.07,85.09,89.82,974.621159099,0,974.621159099,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:17:14.369531039+02:00,1569914234369531039,2,ask,4.739999999999995,84.98,85.0,89.74,1016.179188534,0,1016.179188534,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:17:18.213064764+02:00,1569914238213064764,2,ask,4.730000000000004,84.97,84.99,89.72,1020.022722259,0,1020.022722259,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:17:48.071299983+02:00,1569914268071299983,2,ask,4.72999999999999,84.98,85.01,89.74,1049.880957478,0,1049.880957478,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:18:02.266380744+02:00,1569914282266380744,2,ask,4.689999999999998,85.02,85.05,89.74,1064.076038239,0,1064.076038239,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:18:07.302832660+02:00,1569914287302832660,2,ask,4.709999999999994,85.02,85.04,89.75,1069.112490155,0,1069.112490155,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:18:27.768724018+02:00,1569914307768724018,2,ask,4.700000000000003,84.95,84.97,89.67,1089.578381513,0,1089.578381513,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:18:31.082484069+02:00,1569914311082484069,2,ask,4.700000000000003,84.94,84.97,89.67,1092.892141564,0,1092.892141564,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:19:16.588399261+02:00,1569914356588399261,2,ask,4.689999999999998,84.88,84.9,89.59,1138.398056756,0,1138.398056756,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:19:22.675780170+02:00,1569914362675780170,2,ask,4.679999999999993,84.92,84.93,89.61,1144.485437665,0,1144.485437665,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:19:31.071386336+02:00,1569914371071386336,2,ask,4.700000000000003,84.91,84.94,89.64,1152.881043831,0,1152.881043831,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:20:00.018519850+02:00,1569914400018519850,2,ask,4.659999999999997,84.87,84.9,89.56,1181.828177345,0,1181.828177345,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:20:51.145154775+02:00,1569914451145154775,2,ask,4.659999999999997,84.89,84.91,89.57,1232.95481227,0,1232.95481227,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:21:04.081920154+02:00,1569914464081920154,2,ask,4.659999999999997,84.89,84.93,89.59,1245.891577649,0,1245.891577649,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:22:40.293851657+02:00,1569914560293851657,2,ask,4.640000000000001,84.85,84.87,89.51,1342.103509152,0,1342.103509152,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:22:59.896942103+02:00,1569914579896942103,2,ask,4.629999999999996,84.87,84.89,89.52,1361.706599598,0,1361.706599598,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:23:03.864790243+02:00,1569914583864790243,2,ask,4.590000000000003,84.89,84.91,89.5,1365.674447738,0,1365.674447738,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:23:08.599825161+02:00,1569914588599825161,2,ask,4.589999999999989,84.87,84.9,89.49,1370.409482656,0,1370.409482656,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:23:47.718245443+02:00,1569914627718245443,2,ask,4.590000000000003,84.8,84.82,89.41,1409.527902938,0,1409.527902938,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:23:56.462063244+02:00,1569914636462063244,2,ask,4.609999999999999,84.79,84.81,89.42,1418.271720739,0,1418.271720739,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:26:39.569013906+02:00,1569914799569013906,2,ask,4.560000000000002,84.77,84.8,89.36,1581.378671401,0,1581.378671401,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:26:46.329216988+02:00,1569914806329216988,2,ask,4.549999999999997,84.77,84.8,89.35,1588.138874483,0,1588.138874483,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:27:20.198027669+02:00,1569914840198027669,2,ask,4.539999999999992,84.82,84.84,89.38,1622.007685164,0,1622.007685164,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:27:25.239587424+02:00,1569914845239587424,2,ask,4.550000000000011,84.78,84.82,89.37,1627.049244919,0,1627.049244919,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:27:46.696857274+02:00,1569914866696857274,2,ask,4.560000000000002,84.82,84.84,89.4,1648.506514769,0,1648.506514769,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
2019-10-01 09:28:58.557934545+02:00,1569914938557934545,2,ask,4.529999999999987,84.77,84.79,89.32,1720.36759204,0,1720.36759204,quantile,0.99,1.6392000000001288,2019-10-01T09:00:18.190342505+02:00,2019-10-01T09:00:18.190342505+02:00,2019-10-01T17:29:57.718339630+02:00,30579.527997
