212037,147.5,2.95,,,20140102,00:00:00,20140102,00:00:00,20140102,09:48:50,305,EUR,16,9483122411,9483122691,,1,0,FR0000072373,02,182,186,1,1,025,50,0000000023,1867351076,,,,NON,NON
212038,31.8,2.65,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:39,350020,EUR,16,9483122320,9483122524,,1,0,FR0000072373,02,3,431,1,1,025,12,0000000063,1867326533,V,,,NON,NON
212039,540.0,2.7,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:39,349989,EUR,16,9483122339,9483122524,,1,0,FR0000072373,02,35,431,1,1,025,200,0000000058,1866836484,V,,,NON,NON
212040,667.5,2.67,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:39,350008,EUR,16,9483122633,9483122524,,1,0,FR0000072373,02,610,431,1,1,025,250,0000000061,1866924245,V,,,NON,NON
212041,540.0,2.7,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:39,349996,EUR,16,9483122634,9483122524,,1,0,FR0000072373,02,611,431,1,1,025,200,0000000059,1866924022,V,,,NON,NON
212042,286.0,2.86,,,20140102,00:00:00,20140102,00:00:00,20140102,12:58:24,283433,EUR,16,9483122597,9483122692,,1,0,FR0000072373,02,562,560,1,1,025,100,0000000026,1866836728,A,,,NON,MIX
212043,1698.0,2.83,,,20140102,00:00:00,20140102,00:00:00,20140102,14:45:10,506040,EUR,16,9483122546,9483122600,,1,0,FR0000072373,02,472,565,1,1,025,600,0000000027,1867326510,V,,,NON,NON
212044,140.0,2.8,,,20140102,00:00:00,20140102,00:00:00,20140102,15:10:21,865144,EUR,16,9483122388,9483122602,,1,5,FR0000072373,02,112,567,1,1,025,50,0000000029,1867247021,V,,,NON,NON
213022,407.34,2.79,,,20140102,00:00:00,20140102,00:00:00,20140102,15:10:21,865166,EUR,16,9483122401,9483122602,,1,0,FR0000072373,02,147,567,1,1,025,146,0000000032,1867146298,V,,,NON,NON
213023,39.2,2.8,,,20140102,00:00:00,20140102,00:00:00,20140102,15:10:21,865159,EUR,16,9483122601,9483122602,,1,0,FR0000072373,02,566,567,2,1,025,14,0000000031,1867326747,V,,,MIX,NON
213024,680.4,2.8,,,20140102,00:00:00,20140102,00:00:00,20140102,16:59:16,585179,EUR,16,9483122641,9483122612,,1,0,FR0000072373,02,620,584,1,1,025,243,0000000049,1867146076,A,,,NON,NON
213025,164.61,2.79,,,20140102,00:00:00,20140102,00:00:00,20140102,15:52:18,206826,EUR,16,9483122401,9483122614,,1,0,FR0000072373,02,147,586,1,1,025,59,0000000034,1867192584,V,,,NON,MIX
213026,811.89,2.79,,,20140102,00:00:00,20140102,00:00:00,20140102,15:52:18,206833,EUR,16,9483122604,9483122614,,1,0,FR0000072373,02,569,586,1,1,025,291,0000000035,1866995203,V,,,NON,MIX
213027,672.39,2.79,,,20140102,00:00:00,20140102,00:00:00,20140102,16:18:18,988255,EUR,16,9483122621,9483122616,,1,0,FR0000072373,02,594,588,1,1,025,241,0000000037,1866924268,A,,,NON,MIX
213028,323.64,2.79,,,20140102,00:00:00,20140102,00:00:00,20140102,16:18:19,805418,EUR,16,9483122621,9483122622,,1,0,FR0000072373,02,594,595,1,1,025,116,0000000038,1867338473,V,,,NON,MIX
213029,461.48,2.78,,,20140102,00:00:00,20140102,00:00:00,20140102,16:19:29,60316,EUR,16,9483122620,9483122627,,1,0,FR0000072373,02,593,602,1,1,025,166,0000000040,1866836507,V,,,NON,MIX
213030,198.0,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,16:21:42,23203,EUR,16,9483122325,9483122629,,1,0,FR0000072373,02,8,606,1,1,025,72,0000000043,1867302619,V,,,NON,NON
213031,27.7,2.77,,,20140102,00:00:00,20140102,00:00:00,20140102,16:21:42,23189,EUR,16,9483122679,9483122629,,1,0,FR0000072373,02,13,606,2,1,025,10,0000000041,1867315999,V,,,NON,NON
213032,1177.0,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,16:21:42,23209,EUR,16,9483122543,9483122629,,1,0,FR0000072373,02,469,606,1,1,025,428,0000000044,1867283323,V,,,NON,NON
213033,2934.25,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,16:21:47,894357,EUR,16,9483122543,9483122630,,1,0,FR0000072373,02,469,607,1,1,025,1067,0000000045,1866994860,V,,,NON,MIX
213034,64.17,2.79,,,20140102,00:00:00,20140102,00:00:00,20140102,16:59:16,585173,EUR,16,9483122641,9483122640,,1,0,FR0000072373,02,620,618,1,2,025,23,0000000048,1867052845,A,,,NON,MIX
213035,511.52,2.78,,,20140102,00:00:00,20140102,00:00:00,20140102,16:59:16,585165,EUR,16,9483122641,9483122693,,1,0,FR0000072373,02,620,619,1,1,025,184,0000000047,1867146030,A,,,NON,MIX
213036,426.25,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:21,881023,EUR,16,9483122543,9483122645,,1,0,FR0000072373,02,469,632,1,1,025,155,0000000051,1867053334,V,,,NON,MIX
213037,536.25,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:21,881031,EUR,16,9483122572,9483122645,,1,0,FR0000072373,02,524,632,1,1,025,195,0000000052,1866721022,V,,,NON,MIX
213038,962.5,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:22,698257,EUR,16,9483122572,9483122647,,1,0,FR0000072373,02,524,634,1,1,025,350,0000000053,1866720882,V,,,NON,MIX
213039,288.75,2.75,,,20140102,00:00:00,20140102,00:00:00,20140102,17:10:24,328118,EUR,16,9483122572,9483122649,,1,0,FR0000072373,02,524,636,1,1,025,105,0000000055,1866924407,V,,,NON,MIX
213040,2189.6,2.72,,,20131231,00:00:00,20140102,00:00:00,20140102,17:10:39,349970,EUR,16,9481240617,9483122653,,1,0,FR0000072373,02,228,642,1,1,025,805,0000000056,1867302643,V,,,NON,MIX
213041,211.72,2.68,,,20140102,00:00:00,20140102,00:00:00,20140102,17:28:00,329,EUR,16,9483122698,9483122666,,1,0,FR0000072373,02,656,658,2,1,025,79,0000000067,1867350243,,,,NON,NON
213042,540.0,2.7,,,20140102,00:00:00,20140102,00:00:00,20140102,17:29:47,212170,EUR,16,9483122677,9483122669,,1,0,FR0000072373,02,674,663,1,1,025,200,0000000070,1867193016,A,,,NON,MIX
