trade_time_paris,t_seconds,t_seconds_jitter,MiFIDPrice,MiFIDQuantity,Venue
2019-10-01 09:12:41.210256+02:00,743.02069,743.02069,85.06,50.0,XPAR
2019-10-01 09:12:51.990722+02:00,753.801156,753.801156,85.05,150.0,XPAR
2019-10-01 09:13:13.789364+02:00,775.599798,775.599798,85.07,101.0,XPAR
2019-10-01 09:13:13.844734+02:00,775.655168,775.655168,85.07,99.0,XPAR
2019-10-01 09:13:14.652458+02:00,776.462892,776.462892,85.07,18.0,XPAR
2019-10-01 09:13:21.194213+02:00,783.004647,783.004647,85.05,59.0,XPAR
2019-10-01 09:13:24.687845+02:00,786.498279,786.498279,85.04,9.0,XPAR
2019-10-01 09:13:24.687845+02:00,786.498279,786.49828,85.04,30.0,XPAR
2019-10-01 09:13:24.697338+02:00,786.507772,786.507772,85.03,26.0,XPAR
2019-10-01 09:13:24.697338+02:00,786.507772,786.507773,85.03,124.0,XPAR
2019-10-01 09:13:56.029444+02:00,817.839878,817.839878,85.08,150.0,XPAR
2019-10-01 09:14:04.159014+02:00,825.969448,825.969448,85.1,220.0,XPAR
2019-10-01 09:14:04.159014+02:00,825.969448,825.969449,85.1,49.0,XPAR
2019-10-01 09:14:04.867806+02:00,826.67824,826.67824,85.08,33.0,XPAR
2019-10-01 09:14:04.867806+02:00,826.67824,826.678241,85.08,150.0,XPAR
2019-10-01 09:14:06.200195+02:00,828.010629,828.010629,85.07,16.0,XPAR
2019-10-01 09:14:23.984330+02:00,845.794764,845.794764,85.08,71.0,XPAR
2019-10-01 09:14:23.984330+02:00,845.794764,845.794765,85.08,53.0,XPAR
2019-10-01 09:14:23.984330+02:00,845.794764,845.794766,85.08,225.0,XPAR
2019-10-01 09:14:23.985452+02:00,845.795886,845.795886,85.07,70.0,XPAR
2019-10-01 09:14:29.466365+02:00,851.276799,851.276799,85.06,77.0,XPAR
2019-10-01 09:14:44.680455+02:00,866.490889,866.490889,85.02,9.0,XPAR
2019-10-01 09:14:44.710451+02:00,866.520885,866.520885,85.01,13.0,XPAR
2019-10-01 09:14:44.710451+02:00,866.520885,866.520886,85.01,10.0,XPAR
2019-10-01 09:14:44.711628+02:00,866.522062,866.522062,85.0,150.0,XPAR
2019-10-01 09:14:44.711628+02:00,866.522062,866.522063,85.0,200.0,XPAR
2019-10-01 09:14:44.711628+02:00,866.522062,866.522064,85.0,15.0,XPAR
2019-10-01 09:14:44.711628+02:00,866.522062,866.522065,85.0,11.0,XPAR
2019-10-01 09:14:44.711628+02:00,866.522062,866.522066,84.99,5.0,XPAR
2019-10-01 09:14:46.971736+02:00,868.78217,868.78217,84.99,84.0,XPAR
2019-10-01 09:14:46.971736+02:00,868.78217,868.782171,84.99,33.0,XPAR
2019-10-01 09:14:46.972273+02:00,868.782707,868.782707,84.98,12.0,XPAR
2019-10-01 09:14:46.972273+02:00,868.782707,868.782708,84.98,100.0,XPAR
2019-10-01 09:14:51.162138+02:00,872.972572,872.972572,84.97,13.0,XPAR
2019-10-01 09:14:51.162138+02:00,872.972572,872.972573,84.97,20.0,XPAR
2019-10-01 09:14:59.099273+02:00,880.909707,880.909707,84.99,54.0,XPAR
2019-10-01 09:14:59.100302+02:00,880.910736,880.910736,84.99,56.0,XPAR
2019-10-01 09:14:59.100302+02:00,880.910736,880.910737,84.99,150.0,XPAR
2019-10-01 09:14:59.100302+02:00,880.910736,880.910738,84.99,30.0,XPAR
2019-10-01 09:15:03.946256+02:00,885.75669,885.75669,84.98,35.0,XPAR
2019-10-01 09:15:22.096601+02:00,903.907035,903.907035,85.0,28.0,XPAR
2019-10-01 09:15:33.825096+02:00,915.63553,915.63553,85.01,150.0,XPAR
2019-10-01 09:15:33.825096+02:00,915.63553,915.635531,85.01,100.0,XPAR
2019-10-01 09:15:34.991645+02:00,916.802079,916.802079,85.12,100.0,XPAR
2019-10-01 09:15:34.991733+02:00,916.802167,916.802167,85.12,460.0,XPAR
2019-10-01 09:15:34.991769+02:00,916.802203,916.802203,85.12,194.0,XPAR
2019-10-01 09:15:34.991811+02:00,916.802245,916.802245,85.12,213.0,XPAR
