Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,17.07013417972941,17.398167157218765,16.409917823771252,16.69227409362793,710248,0.0,0.0
2000-01-04,16.256280973872972,16.559398768290585,15.654195785522461,15.654195785522461,1102290,0.0,0.0
2000-01-05,15.778766081363608,15.882573878685685,14.993980407714844,14.993980407714844,1457955,0.0,0.0
2000-01-06,15.05211061032391,15.63758457950393,14.998129927565943,15.571147918701172,1054723,0.0,0.0
2000-01-07,15.77876796963684,16.8168444744534,15.571152350146958,16.401613235473633,1688898,0.0,0.0
2000-01-10,16.67151117792599,17.439688861163297,16.04866600036621,16.04866600036621,1211443,0.0,0.0
2000-01-11,16.5677026782666,16.84590851269998,15.778765062209168,16.25628089904785,1287027,0.0,0.0
2000-01-12,16.401611409973807,16.463896088888486,15.778766213459704,15.903335571289062,1127918,0.0,0.0
2000-01-13,15.820290636972382,16.15247561856957,15.529628778074843,15.799529075622559,1108747,0.0,0.0
2000-01-14,15.604367313479212,16.816839977380955,15.608519306232134,16.48050308227539,1986827,0.0,0.0
2000-01-17,16.941416845591668,17.0244631080908,15.886730585959231,16.214763641357422,1082715,0.0,0.0
2000-01-18,16.193999318301188,16.11095306994275,15.363536834716797,15.363536834716797,1339060,0.0,0.0
2000-01-19,15.405057907104492,15.774613981605142,15.072874550546931,15.405057907104492,1650121,0.0,0.0
2000-01-20,15.405058351730847,15.683262617654224,15.07287498558569,15.367687225341797,1479670,0.0,0.0
2000-01-21,15.126855076541053,15.363536238118634,15.031351257584314,15.25972843170166,899148,0.0,0.0
2000-01-24,15.155919494207053,15.571150688886487,15.031350135803223,15.031350135803223,1000804,0.0,0.0
2000-01-25,14.948306778081525,14.948306778081525,14.408506178466098,14.47079086303711,1685125,0.0,0.0
2000-01-26,14.94830718555747,15.571152455612895,14.587056642251408,15.363536834716797,1904070,0.0,0.0
2000-01-27,15.571151971315603,15.882575392973791,15.446582602652327,15.778767585754395,2059519,0.0,0.0
2000-01-28,15.820287169023446,16.339324496358604,15.591910044237695,15.986379623413086,1244174,0.0,0.0
2000-01-31,15.674956271432514,16.20645116989988,15.591910044237695,15.986379623413086,1176137,0.0,0.0
2000-02-01,15.90333299981007,16.27704101287167,15.86180988724767,16.11094856262207,813142,0.0,0.0
2000-02-02,16.194000653834898,16.52618408203125,15.88257719680738,16.52618408203125,975686,0.0,0.0
2000-02-03,16.368395691934968,16.609228854963515,16.090191398871667,16.401613235473633,1439753,0.0,0.0
2000-02-04,16.011298168780087,16.472204554993677,15.371843293967643,16.194000244140625,1152627,0.0,0.0
2000-02-07,16.293654473761865,16.559402802228743,15.824444099290822,16.194000244140625,987141,0.0,0.0
2000-02-08,16.198147466105468,16.58846346660723,16.11094924456002,16.293649673461914,951979,0.0,0.0
2000-02-09,16.285345268250268,16.40160902977253,15.882571706772248,16.027902603149414,958643,0.0,0.0
2000-02-10,16.110952960820654,16.69227510275947,15.591913912095945,16.401613235473633,936332,0.0,0.0
2000-02-11,16.401614284273514,16.60922991703936,15.799530541885513,16.194000244140625,1037698,0.0,0.0
2000-02-14,15.882575779381783,16.72134224506777,15.882575779381783,16.401613235473633,870551,0.0,0.0
2000-02-15,16.214760416508188,16.505420684814453,15.990535233828611,16.505420684814453,911983,0.0,0.0
2000-02-16,16.567711051360362,17.024465560913086,16.28535467376234,17.024465560913086,1450438,0.0,0.0
2000-02-17,16.816843315060513,17.933813996803206,16.733797072989965,17.854921340942383,2660328,0.0,0.0
2000-02-18,17.854923078916038,17.904750191955372,17.522738078299408,17.813398361206055,1072997,0.0,0.0
2000-02-21,17.43553690285127,17.726198756074144,17.02445927025657,17.1905517578125,1072840,0.0,0.0
2000-02-22,17.33587756899472,17.356639123812943,16.50541537626587,16.98293113708496,1395944,0.0,0.0
2000-02-23,16.870824618298535,17.4396907599581,16.422375850513472,17.020307540893555,1286053,0.0,0.0
2000-02-24,16.609227154777034,17.003696791428332,15.533779630012805,16.89988899230957,1706195,0.0,0.0
2000-02-25,16.459742649606103,16.81684112548828,16.409915547904422,16.81684112548828,6339821,0.0,0.0
2000-02-28,16.754556930038206,17.024457189326192,15.986380861620374,16.671510696411133,1516902,0.0,0.0
2000-02-29,16.3185675730761,16.899889679133846,16.094342399340352,16.60507583618164,1901514,0.0,0.0
2000-03-01,16.405763554868038,16.81684112548828,15.824439936063202,16.81684112548828,901705,0.0,0.0
2000-03-02,16.409924085458535,17.431391350207306,16.409924085458535,17.024465560913086,1091983,0.0,0.0
2000-03-03,17.232072286583517,17.398164749145508,16.526179320695054,17.398164749145508,918757,0.0,0.0
2000-03-06,16.978783875252265,17.377405520299046,16.737949135206943,17.273597717285156,737584,0.0,0.0
2000-03-07,16.60922777799627,17.43969020210738,16.60922777799627,17.273597717285156,672821,0.0,0.0
2000-03-08,16.81684275301456,17.356643308432126,16.609227154777034,16.89988899230957,930454,0.0,0.0
2000-03-09,16.92065154987493,17.211313404546605,16.277044750020433,16.609228134155273,847226,0.0,0.0
2000-03-10,16.40160884944015,16.816839977380955,16.256279547293303,16.48050308227539,1105818,0.0,0.0
2000-03-13,16.152475691744222,16.48466067484629,15.778767585754395,15.778767585754395,963254,0.0,0.0
2000-03-14,16.0984898243697,16.899884883128976,15.961464518430038,16.484655380249023,1360508,0.0,0.0
2000-03-15,16.48466254706058,16.816845975256932,16.11095439862756,16.52618408203125,1156679,0.0,0.0
2000-03-16,16.588465679136803,17.788482568933418,16.501267445961066,17.43968963623047,1907787,0.0,0.0
2000-03-17,16.692274738275298,16.816844107249192,15.031351411256178,16.505420684814453,4246987,0.0,0.0
2000-03-20,16.193998195228776,16.546944726274894,16.069428831330146,16.23552131652832,926142,0.0,0.0
2000-03-21,16.318565462766372,16.93310662347306,16.13171144092259,16.775318145751953,810161,0.0,0.0
2000-03-22,16.733803600288624,17.381564222582174,16.277050683369275,17.024465560913086,843983,0.0,0.0
2000-03-23,16.621685403242207,17.045220603806474,16.60507583618164,16.60507583618164,956640,0.0,0.0
2000-03-24,16.52617942359637,16.77116612592724,16.160776959264314,16.29780387878418,1444578,0.0,0.0
2000-03-27,16.17323808704443,16.609229307211816,16.110953399501533,16.27289390563965,728880,0.0,0.0
2000-03-28,16.380846415086033,16.48050059665585,15.986376903036888,16.148317337036133,727449,0.0,0.0
2000-03-29,15.903333142172752,16.609224469420088,15.8825715857057,16.264583587646484,673316,0.0,0.0
2000-03-30,16.26458571748026,16.52618040764126,15.932400770508085,16.007143020629883,1577457,0.0,0.0
2000-03-31,16.816842343047178,16.816842343047178,16.160778024189998,16.54694366455078,1213019,0.0,0.0
2000-04-03,16.858361517783536,16.858361517783536,16.002987385165756,16.463891983032227,975259,0.0,0.0
2000-04-04,16.576013721480333,16.899893179395015,16.484663472676136,16.708887100219727,1353723,0.0,0.0
2000-04-05,16.758712768554688,17.024459477777285,16.115104371430157,16.758712768554688,1004521,0.0,0.0
2000-04-06,17.024459355114814,17.024459355114814,15.944859773252803,16.609228134155273,1177542,0.0,0.0
2000-04-07,16.61338120982111,16.679819483607808,16.1109533108977,16.663209915161133,792061,0.0,0.0
2000-04-10,16.455590919474915,17.398165022257487,16.401610231241875,17.31511878967285,976754,0.0,0.0
2000-04-11,17.43968644391083,17.493665534266075,16.23551778107697,16.34762954711914,1254486,0.0,0.0
2000-04-12,16.56770411920769,17.43968963623047,16.405765225866762,17.43968963623047,1142140,0.0,0.0
2000-04-13,17.02446080843055,17.83416175842285,16.89989143150866,17.83416175842285,1301549,0.0,0.0
2000-04-14,17.443839857823548,17.8507654355209,17.344184061759844,17.398164749145508,1001084,0.0,0.0
2000-04-17,16.837602952311205,17.398165022257487,16.62998737084962,17.31511878967285,979369,0.0,0.0
2000-04-18,17.111659747918242,17.35249452345702,16.44313771651073,16.825151443481445,646450,0.0,0.0
2000-04-19,17.128266722825074,17.854921340942383,16.941412678166337,17.854921340942383,932034,0.0,0.0
2000-04-20,17.854922259107926,18.706144691471284,17.439691027402468,18.602336883544922,3973040,0.0,0.0
2000-04-21,18.602336883544922,18.602336883544922,18.602336883544922,18.602336883544922,0,0.0,0.0
2000-04-24,18.602336883544922,18.602336883544922,18.602336883544922,18.602336883544922,0,0.0,0.0
2000-04-25,17.776025411469977,18.5608110507177,17.56840982592664,18.27014923095703,1029514,0.0,0.0
2000-04-26,18.477761210072362,18.477761210072362,16.81683844253167,17.065977096557617,1521662,0.0,0.0
2000-04-27,17.481212667374642,17.481212667374642,16.717186947334007,16.89988899230957,1456338,0.0,0.0
2000-04-28,16.277043322609366,17.643151053026763,16.277043322609366,17.04521942138672,1407054,0.0,0.0
2000-05-01,17.04521942138672,17.04521942138672,17.04521942138672,17.04521942138672,0,0.0,0.0
2000-05-02,17.02445934793132,17.76772195902904,17.02445934793132,17.539344787597656,1431561,0.0,0.0
2000-05-03,17.81339509744037,18.270149389601833,17.485363743539594,17.647302627563477,908323,0.0,0.0
2000-05-04,18.261847282770102,18.261847282770102,17.298511495385377,17.859073638916016,751934,0.0,0.0
2000-05-05,17.854923321243167,18.021014231172764,17.605784567399382,17.83416175842285,916438,0.0,0.0
2000-05-08,17.834160637975526,18.05838422824154,17.805093496273496,17.975337982177734,352652,0.0,0.0
2000-05-09,17.81339750118977,18.415482785739222,17.81339750118977,18.062536239624023,697986,0.0,0.0
2000-05-10,18.06253567150393,18.477766889167444,17.755265844539153,18.228628158569336,719116,0.0,0.0
2000-05-11,18.270148417898156,18.726902685766994,17.879832408552623,18.714445114135742,817272,0.0,0.0
2000-05-12,18.36980766888617,18.477767470347786,17.90474932752869,18.062536239624023,656248,0.0,0.0
2000-05-15,18.166341438185366,18.303368361697004,17.85491965250296,18.27014923095703,602476,0.0,0.0
2000-05-16,18.290910379720067,18.477764402522773,17.89644236865803,18.394718170166016,851616,0.0,0.0
2000-05-17,18.062533645413698,18.353195465174366,18.02931610730632,18.27014923095703,866985,0.0,0.0
2000-05-18,18.025165152947768,18.685383129886013,18.025165152947768,18.602336883544922,1052161,0.0,0.0
2000-05-19,18.660469530392806,18.660469530392806,17.726199261264345,18.062536239624023,1884222,0.0,0.0
2000-05-22,17.875681613987613,19.100613705439347,17.35664418481881,18.7891902923584,1371293,0.0,0.0
2000-05-23,18.809948370488144,18.955279269683952,18.373955672900728,18.685379028320312,1546248,0.0,0.0
2000-05-24,18.685381970633593,19.41203498840332,18.33243544558097,19.41203498840332,2403955,0.0,0.0
2000-05-25,18.996802383739894,19.308224146527,18.506830593459238,18.685379028320312,938687,0.0,0.0
2000-05-26,18.851472923358667,19.30822562020264,18.66461889584552,18.830711364746094,585935,0.0,0.0
2000-05-29,18.892996158003204,19.308225740202673,18.64385745310395,19.17950439453125,6083097,0.0,0.0
2000-05-30,18.93866788800559,19.233481650983247,18.68952922757957,19.054931640625,1453814,0.0,0.0
2000-05-31,18.685381970633593,19.47431966929496,18.685381970633593,19.41203498840332,1854697,0.0,0.0
2000-06-01,18.68538275756731,19.49093005691857,18.68538275756731,18.988500595092773,957345,0.0,0.0
2000-06-02,18.69368619396527,19.100613417986814,18.461157034224136,18.872236251831055,900933,0.0,0.0
2000-06-05,19.027698271390115,19.19497493712389,18.609506607055664,18.609506607055664,748482,0.32,0.0
2000-06-06,18.818603289054582,19.00678954650341,17.877673605798176,18.40041160583496,946301,0.0,0.0
2000-06-07,18.30422855925265,18.513324401755376,17.568211514440613,17.982221603393555,779183,0.0,0.0
2000-06-08,17.986401418270134,18.69314401275111,17.773122396847977,17.802396774291992,617855,0.0,0.0
2000-06-09,17.81494354949139,18.375319080803237,17.81494354949139,18.308408737182617,376333,0.0,0.0
2000-06-12,18.308408737182617,18.308408737182617,18.308408737182617,18.308408737182617,0,0.0,0.0
2000-06-13,18.044947466577142,18.714054114916568,18.007311500798153,18.688962936401367,714486,0.0,0.0
2000-06-14,18.73496138023106,18.818599700927734,18.237314655275792,18.818599700927734,776611,0.0,0.0
2000-06-15,18.818600641017806,18.88132938467395,18.379499435424805,18.379499435424805,814220,0.0,0.0
2000-06-16,19.1949737915093,19.23679295544685,18.48404800457096,19.0611515045166,955520,0.0,0.0
2000-06-19,19.236795133174347,19.404071807861328,18.818603446456894,19.404071807861328,459843,0.0,0.0
2000-06-20,19.445884208944708,20.13590030880374,19.153151709961534,19.780437469482422,1511814,0.0,0.0
2000-06-21,19.968621289705798,19.968621289705798,19.29951645266214,19.592248916625977,1085678,0.0,0.0
2000-06-22,19.98953768816524,19.98953768816524,19.261885468395427,19.44588851928711,1513525,0.0,0.0
