reference_start,reference_end,dynamic_start,reference_points,h_star,omega_star,objective_d_nu,calib_t0,nu_used,n_bootstrap,global_threshold_95,observed_max_kl,global_p_value,pointwise_exceedance_count_95,global_exceedance_count_95,side,input_file,series_name,block_length,alpha,seed,kl_step_points,used_fixed_h_omega
2019-10-01T09:00:18.178966266+02:00,2019-10-01T09:59:59.178966266+02:00,2019-10-01T10:00:00.178966266+02:00,3582,0.098026,0.999,,1182,60,100,0.1283859583843864,2.3315394390396618,0.009900990099009901,433,418,bid,C:\Users\Wentao\Desktop\EA_recherche\sanofi_book_snapshots_1s.parquet,log_bidvolume1,60,0.05,42,60,True
