time_paris,kl_observed,kl_pointwise_threshold_95,pointwise_p_value,is_pointwise_significant_95,kl_global_threshold_95,is_global_significant_95
2019-10-01 09:59:59.178966266+02:00,0.04889674707142237,0.04889674707142237,1.0,False,0.16115512927242792,False
2019-10-01 10:00:59.178966266+02:00,0.05298731572274187,0.06298276782254165,0.36633663366336633,False,0.16115512927242792,False
2019-10-01 10:01:59.178966266+02:00,0.05421172263641152,0.07258491115410505,0.3465346534653465,False,0.16115512927242792,False
2019-10-01 10:02:59.178966266+02:00,0.24887811394324993,0.07470917593668089,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:03:59.178966266+02:00,0.2577775448542853,0.0790673695910027,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:04:59.178966266+02:00,0.24667276672417102,0.08265526934288975,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:05:59.178966266+02:00,0.2365104236943916,0.0780541011839249,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:06:59.178966266+02:00,0.2314755705745253,0.08268950053704266,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:07:59.178966266+02:00,0.24353979077883517,0.08470330136865722,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:08:59.178966266+02:00,0.5020243568102911,0.08206832345101692,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:09:59.178966266+02:00,0.4681874539246319,0.08629966482373827,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:10:59.178966266+02:00,0.44752136460534536,0.08670747660049578,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:11:59.178966266+02:00,0.432215984348405,0.09783841551442989,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:12:59.178966266+02:00,0.42225106832694875,0.09615162691257238,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:13:59.178966266+02:00,0.39901383682821956,0.09072470029965461,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:14:59.178966266+02:00,0.39547555067540624,0.09230692418364692,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:15:59.178966266+02:00,0.39907446614089115,0.0897702168947557,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:16:59.178966266+02:00,0.3698291355917538,0.09162792160192307,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:17:59.178966266+02:00,0.37179120094210943,0.09917296293360407,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:18:59.178966266+02:00,0.3632583105725645,0.10015497836446273,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:19:59.178966266+02:00,0.7349687528477178,0.09386780779853425,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:20:59.178966266+02:00,0.806534692399897,0.0996754001861626,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:21:59.178966266+02:00,0.9436783134840244,0.09592707070132908,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:22:59.178966266+02:00,1.0044225869122323,0.09837773167797619,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:23:59.178966266+02:00,0.9613563452718727,0.09838331531671186,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:24:59.178966266+02:00,0.9713914130206446,0.10344334266119362,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:25:59.178966266+02:00,1.036052436257777,0.09935963923994956,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:26:59.178966266+02:00,1.0036850505174097,0.09967970208302253,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:27:59.178966266+02:00,0.9894229196342702,0.09740433701779856,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:28:59.178966266+02:00,0.9458012222556723,0.09787284820635878,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:29:59.178966266+02:00,0.9337975206648511,0.10584951927570108,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:30:59.178966266+02:00,0.8802851126044339,0.10419480355343774,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:31:59.178966266+02:00,0.8198217290783154,0.09695372814636355,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:32:59.178966266+02:00,0.8596207798980351,0.09743846659580183,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:33:59.178966266+02:00,0.9724629910089553,0.09688542373309272,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:34:59.178966266+02:00,1.197624647647507,0.09926269294590487,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:35:59.178966266+02:00,1.1227074201182232,0.0990553943441187,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:36:59.178966266+02:00,1.0676766045174584,0.09778933396612623,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:37:59.178966266+02:00,1.0343927282264256,0.09788997309008883,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:38:59.178966266+02:00,1.1688529633910485,0.09291267893986585,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:39:59.178966266+02:00,1.1299135087502625,0.09904307925453107,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:40:59.178966266+02:00,1.092271989326143,0.10116071917661779,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:41:59.178966266+02:00,1.069006942472605,0.09733388963180485,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:42:59.178966266+02:00,1.2284294952551207,0.09589040690970536,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:43:59.178966266+02:00,1.2368389213920379,0.09259049533724036,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:44:59.178966266+02:00,1.172755640770801,0.09890675833761434,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:45:59.178966266+02:00,1.1327591461056654,0.09795239253958694,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:46:59.178966266+02:00,1.0779826258722045,0.09913058296389772,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:47:59.178966266+02:00,1.022928488407785,0.09636344738155368,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:48:59.178966266+02:00,1.029710126976119,0.09630687007162132,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:49:59.178966266+02:00,1.031060073821529,0.09707296210898134,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:50:59.178966266+02:00,1.0505719640510889,0.1005991631980676,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:51:59.178966266+02:00,0.9977302458147611,0.10525981614932306,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:52:59.178966266+02:00,0.9476748810977166,0.10423684478414956,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:53:59.178966266+02:00,0.913360452429877,0.10696899027150805,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:54:59.178966266+02:00,0.8799649166239615,0.11002461728423037,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:55:59.178966266+02:00,0.82848467741073,0.10309097447027814,0.009900990099009901,True,0.16115512927242792,True
2019-10-01 10:56:59.178966266+02:00,0.7891359982605981,0.09495667823063296,0.009900990099009901,True,0.16115512927242792,True
